project,tool,description,permission,apis,inferable_from_description,reason
aptro_superset-mcp,superset_saved_query_create,Create a new saved query Makes a request to the /api/v1/saved_query/ POST endpoint to save a SQL query for later reuse. Args: query_data: Dictionary containing the query information including: - db_id: Database ID - schema: Schema name (optional) - sql: SQL query text - label: Display name for the saved query - description: Optional description of the query Returns: A dictionary with the created saved query information including its ID,Specialized Domain Data Services,httpx.AsyncClient.get; httpx.Client.post; httpx.delete; httpx.get; httpx.put,no,"Description implies only creating saved queries (L2), but the tool's actual capabilities include destructive HTTP DELETE operations (L3)."
aptro_superset-mcp,superset_sqllab_estimate_query_cost,Estimate the cost of executing a SQL query Makes a request to the /api/v1/sqllab/estimate endpoint to get approximate cost information for a query before executing it. Args: database_id: ID of the database sql: SQL query to estimate schema: Optional schema name Returns: A dictionary with estimated query cost metrics,Specialized Domain Data Services,httpx.AsyncClient.get; httpx.Client.post; httpx.delete; httpx.get; httpx.put,no,"The tool description implies a read-only request for query cost, but the permission includes HTTP PUT and DELETE methods that enable data mutation and destruction beyond the expected read-only access."
aptro_superset-mcp,superset_sqllab_get_bootstrap_data,Get the bootstrap data for SQL Lab Makes a request to the /api/v1/sqllab/ endpoint to retrieve configuration data needed for the SQL Lab interface. Returns: A dictionary with SQL Lab configuration including allowed databases and settings,Specialized Domain Data Services,httpx.AsyncClient.get; httpx.Client.post; httpx.delete; httpx.get; httpx.put,no,"The visible GET-only description hides the ability to perform higher-impact POST, PUT, and DELETE HTTP requests that could mutate server state."
aptro_superset-mcp,superset_sqllab_get_saved_queries,"Get a list of saved queries from SQL Lab Makes a request to the /api/v1/saved_query/ endpoint to retrieve all saved queries the current user has access to. Results are paginated. Returns: A dictionary containing saved query information including id, label, and database",Specialized Domain Data Services,httpx.AsyncClient.get; httpx.Client.post; httpx.delete; httpx.get; httpx.put,no,"The description implies a read-only fetch, but the tool executes mutating HTTP methods (POST, DELETE, PUT) which are strictly higher impact and undisclosed."
aptro_superset-mcp,superset_tag_get_by_id,Get details for a specific tag Makes a request to the /api/v1/tag/{id} endpoint to retrieve information about a specific tag. Args: tag_id: ID of the tag to retrieve Returns: A dictionary with tag details,Specialized Domain Data Services,httpx.AsyncClient.get; httpx.Client.post; httpx.delete; httpx.get; httpx.put,no,"The tool description implies only read (get details), but the network APIs include POST, DELETE, and PUT, enabling hidden mutational capabilities beyond retrieval."
aptro_superset-mcp,superset_tag_list,Get a list of tags from Superset Makes a request to the /api/v1/tag/ endpoint to retrieve all tags defined in the Superset instance. Returns: A dictionary containing tag information including id and name,Specialized Domain Data Services,httpx.AsyncClient.get; httpx.Client.post; httpx.delete; httpx.get; httpx.put,no,"Description implies read-only list but actual API calls include post, put, delete, enabling hidden mutation and deletion of data."
aptro_superset-mcp,superset_tag_object_add,"Add a tag to an object Makes a request to tag an object with a specific tag. This creates an association between the tag and the specified object (chart, dashboard, etc.) Args: object_type: Type of the object ('chart', 'dashboard', etc.) object_id: ID of the object to tag tag_name: Name of the tag to apply Returns: A dictionary with the tagging confirmation",Specialized Domain Data Services,httpx.AsyncClient.get; httpx.Client.post; httpx.delete; httpx.get; httpx.put,no,"Description implies only adding a tag (L2 create), but static call graph shows HTTP DELETE (L3 destructive) capability, which exceeds the implied baseline and poses material risk of data loss."
aptro_superset-mcp,superset_tag_objects,Get objects associated with tags Makes a request to the /api/v1/tag/get_objects/ endpoint to retrieve all objects that have tags assigned to them. Returns: A dictionary with tagged objects grouped by tag,Specialized Domain Data Services,httpx.AsyncClient.get; httpx.Client.post; httpx.delete; httpx.get; httpx.put,no,"Description implies read-only access but actual permission includes HTTP methods (POST, PUT, DELETE) that allow writing and deleting objects."
aptro_superset-mcp,superset_user_get_current,Get information about the currently authenticated user Makes a request to the /api/v1/me/ endpoint to retrieve the user's profile information including permissions and preferences. Returns: A dictionary with user profile data,Specialized Domain Data Services,httpx.AsyncClient.get; httpx.Client.post; httpx.delete; httpx.get; httpx.put,no,"Description implies only read/retrieve of user profile but representative APIs include HTTP POST, PUT, DELETE methods capable of writing/deleting arbitrary network resources."
aptro_superset-mcp,superset_user_get_roles,Get roles for the current user Makes a request to the /api/v1/me/roles/ endpoint to retrieve all roles assigned to the current user. Returns: A dictionary with user role information,Specialized Domain Data Services,httpx.AsyncClient.get; httpx.Client.post; httpx.delete; httpx.get; httpx.put,no,"The description implies read-only retrieval, but the tool has HTTP mutation capabilities (POST, PUT, DELETE) that exceed the expected read baseline."
aptro_zerodha-mcp,check_and_authenticate,Check if Kite is authenticated and initiate authentication if needed. Returns the authentication status and any relevant messages.,File System Operations,os.remove,no,"Description implies only authentication status check, but os.remove performs file deletion, a strictly higher destructive impact."
aptro_zerodha-mcp,check_and_authenticate,Check if Kite is authenticated and initiate authentication if needed. Returns the authentication status and any relevant messages.,Financial and Blockchain Services,margins,no,"Tool purports to handle authentication only, but margins access financial data, an elevated capability beyond auth plumbing."
arabold_docs-mcp-server,refresh_version,"Re-scrape a previously indexed library version, updating only changed pages.",Database Management,better-sqlite3.Database.deleteDocuments; better-sqlite3.Database.get; better-sqlite3.Database.run; getPagesByVersionId; removeAllDocuments,no,"The description implies updating changed pages (L2), but actual APIs include delete and removeAllDocuments (L3), a destructive capability exceeding the disclosed scope."
ariadng_metatrader-mcp-server,get_all_pending_orders,Get all pending orders.,File System Operations,to_csv,no,"Description implies read-only data fetch but to_csv introduces file write, a mutating side effect beyond the expected get."
ariadng_metatrader-mcp-server,get_all_positions,Get all open positions.,File System Operations,to_csv,no,"Description 'Get' implies read-only but 'to_csv' performs write to filesystem, an elevated impact."
ariadng_metatrader-mcp-server,get_candles_latest,Get the latest N candles for a symbol and timeframe as CSV.,File System Operations,to_csv,no,"Description implies only fetching data but actual writes CSV files to disk, a higher-impact write capability not disclosed."
ariadng_metatrader-mcp-server,get_deals,Get historical deals as CSV. Date input in format: 'YYYY-MM-DD'.,File System Operations,to_csv,no,"Tool description implies read-only data retrieval, but to_csv writes a file to disk, which is a higher-impact write operation not disclosed."
ariadng_metatrader-mcp-server,get_orders,Get historical orders as CSV. Date input in format: 'YYYY-MM-DD',File System Operations,to_csv,no,"Description implies a read-only CSV return, but the 'to_csv' API suggests file system writes, elevating impact from L1 read to L2 write without disclosure."
ariadng_metatrader-mcp-server,get_pending_orders_by_id,Get pending orders by id.,File System Operations,to_csv,no,Writing a CSV file via `to_csv` is a write/persist action that exceeds the read-only baseline implied by 'Get' pending orders.
ariadng_metatrader-mcp-server,get_pending_orders_by_symbol,Get pending orders for a specific symbol.,File System Operations,to_csv,no,"Description implies a read-only fetch, but the tool can write CSV files, a higher-impact mutation."
ariadng_metatrader-mcp-server,get_positions_by_id,Get open positions by ID.,File System Operations,to_csv,no,"The description only implies reading positions, but to_csv writes to the file system, elevating impact from read to write without disclosure."
ariadng_metatrader-mcp-server,get_positions_by_symbol,Get open positions for a specific symbol.,File System Operations,to_csv,no,"Description implies read-only retrieval, but to_csv indicates hidden file write capability."
armorwallet_armor-crypto-mcp,calculator,"Safely evaluates a mathematical or statistical expression string using Python syntax. Supports arithmetic operations (+, -, *, /, **, %, //), list expressions, and a range of math and statistics functions: abs, round, min, max, len, sum, mean, median, stdev, variance, sin, cos, tan, sqrt, log, exp, floor, ceil, etc. Custom variables can be passed via the 'variables' dict, including lists for time series data.",System Command Execution,eval,no,"Description implies safe mathematical evaluation, but eval allows arbitrary Python execution, enabling system command execution."
arnavsurve_scdl-mcp,download_soundcloud,"Download a track, playlist, or user's tracks from SoundCloud with various options. Args: url (str): SoundCloud URL to download from. output_path (str, optional): Directory where files should be saved. Defaults to $HOME/Desktop if not provided. mode (str, optional): Download mode; options include: ""all"" -> Download all tracks (flag: -a) ""uploads"" -> Download only uploads (flag: -t) ""favorites"" -> Download favorites/likes (flag: -f) ""reposts"" -> Download reposts (flag: -r) ""playlists"" -> Download all playlists (flag: -p) limit (int, optional): If > 0, download only the last <limit> tracks (flag: -n). NOTE: This ONLY applies to a playlist. sync (bool, optional): If True, run in sync mode (flag: --sync) to compare with an archive file. archive (str, optional): Archive file to use with sync mode. Defaults to ~/.scdl_archive.txt if not provided. original_art (bool, optional): If True, download the original cover art instead of a 500x500 JPEG. ignore_downloaded (bool, optional): If True, skips songs that have already been downloaded. overwrite_file (bool, optional): If True, overwrite a song that is already downloaded. Returns: str: A status message indicating success or error details. On error, please explain the error to the user and how they may be able to resolve it.",System Command Execution,subprocess.run,no,"The description implies only file downloading, but subprocess execution allows arbitrary system commands, a strictly higher-impact capability that is not disclosed."
ashishroy077_mcp-kusto,analyze_data,"Execute a KQL query and perform basic analysis on the results. Args: query: The KQL query string to execute analysis_type: Type of analysis to perform (summary, stats, or plot_ready) Returns: Analysis results",Database Management,get_state; src.kusto_mcp.kusto_connection.KustoConnectionManager.execute_query,no,"Description implies read-only KQL analysis, but 'execute_query' can run destructive management commands, exceeding the baseline."
ashishroy077_mcp-kusto,analyze_data,"Execute a KQL query and perform basic analysis on the results. Args: query: The KQL query string to execute analysis_type: Type of analysis to perform (summary, stats, or plot_ready) Returns: Analysis results",System Command Execution,importlib.import_module,no,"'importlib.import_module' enables arbitrary code execution, a hidden capability far higher impact than the described data analysis."
ashishroy077_mcp-kusto,connect,Connect to an Azure Kusto cluster and database. This tool will prompt for connection details using VS Code input boxes and establish a connection to the specified Kusto cluster and database.,System Command Execution,importlib.import_module,no,"Dynamic import_module capability enables arbitrary code execution, a much higher impact than a simple connection tool implies."
ashishroy077_mcp-kusto,execute_query,Execute a KQL query against the current Kusto database. Args: query: The KQL query string to execute Returns: Formatted query results,System Command Execution,importlib.import_module,no,"The tool claims only to run a KQL query, but it can dynamically import modules, enabling arbitrary code execution far beyond the implied read‑only query capability."
ashwwwin_automation-mcp,getActiveWindow,Get information about the currently active window.,System Command Execution,child_process.execSync; get-windows,no,"Description implies only reading active window information (L1), but the tool can execute arbitrary system commands (L3) via child_process.execSync, exceeding the baseline."
ashwwwin_automation-mcp,screenHighlight,Highlight a region on the screen for visual feedback.,System Command Execution,requireNutjs,no,"Highlighting a region implies a visual write (L2), but system command execution (L3) via a desktop automation library introduces higher-impact control than described."
ashwwwin_automation-mcp,screenInfo,Get screen dimensions and information.,System Command Execution,child_process.execSync,no,"Description implies a read-only screen info query (L1) but actual permission enables system command execution (L3), a higher-impact capability."
ashwwwin_automation-mcp,screenshot,"Capture a screenshot (full screen, region, or window). Default to full screen if no preference. This will also provide information about the user's screen in order to correctly position mouse clicks and keyboard inputs.",System Command Execution,child_process.execSync; get-windows,no,Arbitrary command execution is a destructive execute capability (L3) while the description only implies a read-only screenshot (L1).
ashwwwin_automation-mcp,windowControl,"Control a window (focus, move, resize, minimize, restore).",System Command Execution,child_process.execSync; minimize; screenInfo.getWindows,no,"Access to child_process.execSync introduces arbitrary command execution, a strictly higher-impact capability than the described window actions like focus, move, resize, minimize, or restore."
asibyl_mcp_oauth_server_web,multi-greet,A tool that sends different greetings with delays between them,AI and Machine Learning Services,@modelcontextprotocol/sdk/server/mcp.js.sendNotification,no,"Description implies simple text output but actual behavior sends system-level MCP notifications, a higher-impact write/send action that can silently affect client state."
asibyl_mcp_oauth_server_web,multi-greet,A tool that sends different greetings with delays between them,Specialized Domain Data Services,McpServer.sendNotification,no,Same hidden notification capability as above; the tool misleads by omitting that greetings are broadcast as MCP notifications rather than just returned as text.
asrvd_flux,load-blueprint,load a blueprint in an existing AO process,Financial and Blockchain Services,@permaweb/aoconnect.message; @permaweb/aoconnect.result,no,"The description implies a read operation ('load a blueprint'), but the APIs (message/result) enable L3 execution/sending of transactions on a blockchain network, a strictly higher impact than the expected L1 fetch."
athapong_argus,analyze_code_quality,Analyze code quality with automatic language detection and tool selection. Args: repo_url: Repository URL language: Optional language override gitlab_credentials: Optional GitLab credentials branch: Optional branch name to clone Returns: Dictionary containing analysis results,File System Operations,Repo; clone_from; os.makedirs; os.unlink,no,"Description implies read-only analysis and explicit cloning, but APIs include destructive deletion (os.unlink, shutil.rmtree) which is a higher-impact capability not disclosed."
athapong_argus,analyze_code_quality,Analyze code quality with automatic language detection and tool selection. Args: repo_url: Repository URL language: Optional language override gitlab_credentials: Optional GitLab credentials branch: Optional branch name to clone Returns: Dictionary containing analysis results,System Command Execution,checkout; subprocess.run,no,"Description promises code analysis only, but subprocess.run enables arbitrary system command execution, a strictly higher-impact capability not indicated."
athapong_argus,analyze_repository_structure,Generate a tree representation of a repository's file structure. Args: repo_url: Repository URL to analyze gitlab_credentials: Optional GitLab token string or credentials dict branch: Optional branch name to clone,File System Operations,Repo; clone_from; os.makedirs,no,"Description implies cloning (write), but actual APIs include shutil.rmtree (delete), a destructive operation not disclosed."
athapong_argus,compare_git_changes,Compare changes between git commits or branches. Args: repo_url: Repository URL source: Source branch/commit (default: current HEAD) target: Target branch/commit (default: previous commit) file_path: Specific file to compare (optional) gitlab_credentials: Optional GitLab credentials,File System Operations,Repo; clone_from; os.makedirs,no,"Description implies a read-only comparison but actual behavior creates directories (os.makedirs) and deletes them (shutil.rmtree), exceeding the baseline."
athapong_argus,compare_git_changes,Compare changes between git commits or branches. Args: repo_url: Repository URL source: Source branch/commit (default: current HEAD) target: Target branch/commit (default: previous commit) file_path: Specific file to compare (optional) gitlab_credentials: Optional GitLab credentials,Specialized Domain Data Services,Repo.clone_from,no,"Cloning a repository (Repo.clone_from) writes to the filesystem, a hidden mutation that exceeds the described read-only comparison."
athapong_argus,compare_git_changes,Compare changes between git commits or branches. Args: repo_url: Repository URL source: Source branch/commit (default: current HEAD) target: Target branch/commit (default: previous commit) file_path: Specific file to compare (optional) gitlab_credentials: Optional GitLab credentials,System Command Execution,checkout; git.Repo.git.diff,no,"Performing a checkout modifies the working directory, which is a write operation not disclosed in the description of a comparison tool."
athapong_argus,enumerate_branches,Retrieve all branch names from a repository.,File System Operations,Repo; clone_from; os.makedirs,no,"The description implies read-only retrieval of branch names, but actual behavior includes cloning a repository to disk and deleting temporary directories, which are L2/L3 side effects beyond a simple read."
athapong_argus,enumerate_branches,Retrieve all branch names from a repository.,Specialized Domain Data Services,Repo.clone_from,no,"Cloning a repository to disk via clone_from is a write operation beyond simple retrieval, introducing file system changes."
athapong_argus,enumerate_branches,Retrieve all branch names from a repository.,System Command Execution,checkout,no,"Executing 'checkout' is a system command that mutates local repository state, exceeding the described read-only retrieval."
athapong_argus,fetch_all_branches,Fetch all branches from a repository and ensure they are up to date. Args: repo_url: Repository URL to fetch from gitlab_credentials: Optional GitLab credentials Returns: Dictionary containing branch information or error,File System Operations,Repo; clone_from; os.makedirs,no,"Hidden clone, directory creation, and deletion side effects elevate beyond a read-only fetch to file system write/delete."
athapong_argus,fetch_all_branches,Fetch all branches from a repository and ensure they are up to date. Args: repo_url: Repository URL to fetch from gitlab_credentials: Optional GitLab credentials Returns: Dictionary containing branch information or error,Specialized Domain Data Services,Repo.clone_from; remote.fetch,no,The clone_from API indicates a repository cloning side effect that is a write operation not implied by a branch fetch.
athapong_argus,fetch_all_branches,Fetch all branches from a repository and ensure they are up to date. Args: repo_url: Repository URL to fetch from gitlab_credentials: Optional GitLab credentials Returns: Dictionary containing branch information or error,System Command Execution,checkout,no,"The checkout command can switch branches and alter the working directory, a higher-impact execution not disclosed in the fetch-only description."
athapong_argus,get_commit_history,Get commit history for a repository branch. Args: repo_url: Repository URL branch: Branch name (default: current branch) max_count: Maximum number of commits to return gitlab_credentials: Optional GitLab credentials,File System Operations,Repo; clone_from; os.makedirs,no,"The tool description implies a read-only query of commit history, but the implementation clones repos to disk and recursively deletes the directory, adding write and delete file system side effects not implied by the description."
athapong_argus,get_commit_history,Get commit history for a repository branch. Args: repo_url: Repository URL branch: Branch name (default: current branch) max_count: Maximum number of commits to return gitlab_credentials: Optional GitLab credentials,Specialized Domain Data Services,Repo.clone_from,no,"Cloning a full repository via clone_from is a higher-impact operation than simply reading commit history, introducing network download and file writes not disclosed."
athapong_argus,get_commit_history,Get commit history for a repository branch. Args: repo_url: Repository URL branch: Branch name (default: current branch) max_count: Maximum number of commits to return gitlab_credentials: Optional GitLab credentials,System Command Execution,checkout,no,"Checkout modifies the working directory, a write-level effect that exceeds the read-only baseline of retrieving commit history."
athapong_argus,inspect_repository_files,Extract and return contents of specified repository files.,File System Operations,Repo; clone_from; os.makedirs,no,"Description implies read-only extraction, but the tool creates directories and deletes entire cloned repositories, undisclosed write and destructive effects."
athapong_argus,inspect_repository_files,Extract and return contents of specified repository files.,Specialized Domain Data Services,Repo.clone_from,no,"clone_from writes the entire repository to disk, a mutable side effect not disclosed in the read-oriented description."
athapong_argus,inspect_repository_files,Extract and return contents of specified repository files.,System Command Execution,checkout,no,"Executing checkout can modify the local file system, exceeding the read-only inspection implied by the tool description."
aurda012_cursor10x-mcp,test,,Database Management,@libsql/client.createClient; @libsql/client.createClient.execute,no,"The tool has no description or schema, implying no expected effect, yet it exercises database management including client creation and query execution, which is an elevated and risky capability."
aurda012_devcontext,initialize_conversation_context,,Database Management,dbClient.execute; dbQueries.searchCodeEntitiesFts,no,"Tool name suggests initializing conversation context (likely L2 write), but actual permission includes database execution and management (potentially L3 destructive), which is a strictly higher-impact capability than implied."
aurda012_devcontext,retrieve_relevant_context,,Database Management,dbClient.execute,no,"Tool name implies only data retrieval (L1) but the permission includes database write/execute capabilities (L3), an undisclosed elevation."
auston314_AI_Tutor,get_database_schema,"Get the complete schema information for the student database. Returns detailed information about: - Table structure (columns, types, constraints) - Available indexes - Column descriptions - Sample data format This is useful for: - Understanding what data is available - Writing correct SQL queries - Knowing valid column names and types - Understanding relationships between fields Returns: Formatted schema information",Database Management,StudentDatabaseModule.db.execute_query; student_database.StudentDatabaseModule.execute_query,no,"The description implies only reading schema information, but the ability to execute arbitrary queries allows potential data modification, which is a higher-impact capability."
auston314_AI_Tutor,get_table_preview,"Get a preview of the student table with sample records. Returns: - Column names and types - First few records from the database - Total record count Useful for: - Quickly seeing what data looks like - Understanding data format - Checking if database has data Args: limit: Number of records to preview (default: 5, max: 20) Returns: Formatted table preview",Database Management,student_database.StudentDatabaseModule.execute_query,no,Description implies read-only preview but actual execute_query capability enables arbitrary database mutations.
auston314_AI_Tutor,run_chimerax_command,"run chimerax command for various 3D molecular visualization, protein sequence display and other operations.",System Command Execution,subprocess.run_command,no,"The description implies running commands within the ChimeraX visualization tool, but actual permission allows execution of arbitrary system commands via subprocess, which is a higher-impact capability not disclosed."
auston314_AI_Tutor,save_imgae,"save current view of pymol session to a file, perferably .png",System Command Execution,pymolserver.server.do,no,"Saving a file implies L2 write, but system command execution is L3 and exceeds the described scope of exporting an image."
awslabs_mcp_amazon-keyspaces-mcp-server,analyze_query_performance,,Database Management,DataService; UnifiedCassandraClient,no,"Tool name implies read-only performance analysis (L1), but database management permission enables modifications (L2/L3), a strictly higher-impact hidden capability."
awslabs_mcp_amazon-mq-mcp-server,rabbimq_broker_initialize_connection_with_oauth,"Connect to a new RabbitMQ broker using OAuth. It only applies to RabbitMQ broker which authentication strategy is config_managed. broker_hostname: The hostname of the broker. For example, b-a9565a64-da39-4afc-9239-c43a9376b5ba.mq.us-east-1.on.aws, b-9560b8e1-3d33-4d91-9488-a3dc4a61dfe7.mq.us-east-1.amazonaws.com oauth_token: A valid access token",Cloud Infrastructure Management,rabbitmq.admin.RabbitMQAdmin,no,"Access to RabbitMQAdmin enables full administrative control over the broker infrastructure, which is a materially higher-impact capability than the described connect-only operation."
awslabs_mcp_amazon-mq-mcp-server,rabbitmq_broker_get_shovel_info,Get detailed information about specific shovel by name that is in a selected virtual host (vhost) in the RabbitMQ broker.,Cloud Infrastructure Management,RabbitMQAdmin.handle_shovel,no,"Description implies read-only retrieval of shovel info, but Cloud Infrastructure Management permission enables create, update, or delete operations on cloud infrastructure, which is a strictly higher-impact capability."
awslabs_mcp_amazon-neptune-mcp-server,run_gremlin_query,Executes the provided Tinkerpop Gremlin against the graph.,Cloud Infrastructure Management,awslabs.amazon_neptune_mcp_server.graph_store.<unknown>,no,"Executing a Gremlin query against a graph implies data-plane access, not control-plane cloud infrastructure management like modifying clusters, which is a strictly higher-impact capability."
awslabs_mcp_aurora-dsql-mcp-server,transact,,Database Management,awslabs.aurora_dsql_mcp_server.mutable_sql_detector.execute_query; awslabs.aurora_dsql_mcp_server.mutable_sql_detector.get_connection,no,"No description or schema provided, so the powerful database management capability including arbitrary SQL execution is completely undisclosed and far exceeds any baseline inferred from the ambiguous tool name."
awslabs_mcp_aws-api-mcp-server,get_execution_plan,Name of the script to get the plan for,System Command Execution,AGENT_SCRIPTS_MANAGER.get_script,no,"Description implies read-only retrieval of a plan, but the tool requires system command execution capability which allows mutating/destructive actions."
awslabs_mcp_aws-bedrock-data-automation-mcp-server,analyze_asset_tool,,Cloud Infrastructure Management,awslabs.aws_bedrock_data_automation_mcp_server.helpers.invoke_data_automation_and_get_results; boto3.Session; boto3.client; boto3.client.get_data_automation_status; boto3.client.invoke_data_automation_async; boto3.download_from_s3; boto3.get_account_id; boto3.get_profile_arn; boto3.upload_to_s3; download_from_s3; get_bucket_name; get_object; get_region; put_object,no,"Tool name implies read-only analysis but APIs include upload and invoke_async, indicating write/execute capabilities beyond expected baseline."
awslabs_mcp_aws-bedrock-data-automation-mcp-server,analyze_asset_tool,,File System Operations,builtins.open,no,"Tool name implies analysis but builtins.open can perform file writes, a mutating side effect not implied by the tool name."
awslabs_mcp_aws-diagram-mcp-server,mcp_generate_diagram,,System Command Execution,awslabs.aws_diagram_mcp_server.scanner.scan_python_code; builtins.exec; signal.alarm,no,Executing arbitrary Python code via builtins.exec represents a strictly higher-impact L3 execute capability beyond the L2 creation implied by the tool name.
awslabs_mcp_aws-diagram-mcp-server,mcp_get_diagram_examples,,Cloud Infrastructure Management,awslabs.aws_diagram_mcp_server.diagrams_tools.get_diagram_examples,no,"The tool name 'mcp_get_diagram_examples' implies a read-only operation, but the permission category 'Cloud Infrastructure Management' suggests the tool can manage cloud infrastructure, which is a strictly higher impact capability not disclosed in the empty description/schema."
awslabs_mcp_aws-diagram-mcp-server,mcp_list_diagram_icons,,System Command Execution,importlib.import_module,no,"Dynamic module importing via import_module enables arbitrary code execution, a strictly higher impact than the read-only listing implied by the tool name."
awslabs_mcp_aws-documentation-mcp-server,search_documentation,URL of the AWS documentation page to read,Specialized Domain Data Services,httpx.AsyncClient; httpx.Client.post,no,"Description implies read-only access to documentation pages, but underlying APIs include POST requests capable of mutating external resources, exceeding the expected read baseline."
awslabs_mcp_aws-location-mcp-server,get_place,,Cloud Infrastructure Management,boto3.client,no,"The tool name 'get_place' implies a simple read operation, but boto3.client enables cloud infrastructure provisioning and modification, a strictly higher impact capability."
awslabs_mcp_aws-location-mcp-server,optimize_waypoints,,Cloud Infrastructure Management,GeoRoutesClient; botocore.config.Config; geo-routes,no,"Empty description implies no side effects, but actual use of cloud geo-routes service is an undisclosed network/cost capability."
awslabs_mcp_aws-msk-mcp-server,reboot_broker_tool,,Cloud Infrastructure Management,awslabs.aws_msk_mcp_server.reboot_broker; boto3.client; botocore.config.Config; reboot_broker,no,"The tool description and schema are empty, providing no indication of any capability; the actual ability to reboot a broker is a destructive action that an agent would not expect from an undocumented tool."
awslabs_mcp_aws-support-mcp-server,describe_services,Optional list of service codes to filter results,Browser Automation and Web Interaction,Service,no,"Description implies only listing service info but actual permission enables browser/web interaction, a higher-impact write/execute capability."
awslabs_mcp_billing-cost-management-mcp-server,cost_comparison,"Retrieves AWS cost comparison data using the Cost Explorer API. Args: ctx: The MCP context object operation: The operation to perform: 'getCostAndUsageComparisons' or 'getCostComparisonDrivers' baseline_start_date: Baseline period start date in YYYY-MM-DD format (must be first day of month) baseline_end_date: Baseline period end date in YYYY-MM-DD format (must be first day of next month) comparison_start_date: Comparison period start date in YYYY-MM-DD format (must be first day of month) comparison_end_date: Comparison period end date in YYYY-MM-DD format (must be first day of next month) metric_for_comparison: The cost metric to compare (e.g., BlendedCost, UnblendedCost, AmortizedCost) group_by: Optional grouping of results as a JSON string (e.g., '[{""Type"": ""DIMENSION"", ""Key"": ""SERVICE""}]') filter: Optional filter to apply to the results as a JSON string max_results: Maximum number of results to return (default: 10, max: 2000 for comparisons, max: 10 for drivers) billing_view_arn: Optional ARN of a specific billing view Returns: Dict containing the cost comparison information",Browser Automation and Web Interaction,driver.get,no,"Description implies only AWS Cost Explorer API data retrieval, but the tool includes browser automation capable of loading arbitrary web pages, a higher-impact action."
awslabs_mcp_billing-cost-management-mcp-server,cost_explorer,"Main entry point for Cost Explorer operations. This function routes requests to the appropriate operation handler based on the operation parameter. Args: ctx: MCP context operation: The operation to perform start_date: Start date for cost data in YYYY-MM-DD format end_date: End date for cost data in YYYY-MM-DD format (exclusive) granularity: Granularity of the returned data (DAILY, MONTHLY, etc.) metrics: Metrics to include in the response group_by: How to group the results filter: Filter to apply to the results dimension: Dimension to get values for (getDimensionValues) search_string: Search string to filter dimension values max_results: Maximum number of results to return next_token: Pagination token max_pages: Maximum number of pages to retrieve metric: Metric for cost forecasts prediction_interval_level: Confidence level for forecasts tag_key: Tag key to get values for cost_category_name: Cost category to get values for Returns: Response from the operation handler",Database Management,register_table_in_schema_info; sqlite3.Connection.commit; sqlite3.Cursor.execute; sqlite3.Cursor.fetchall,no,"Description implies read-only cost data retrieval, but actual APIs include sqlite3 database writes/commits, a higher-impact persistence capability not disclosed."
awslabs_mcp_ccapi-mcp-server,explain,,Cloud Infrastructure Management,awslabs.ccapi_mcp_server.impl.tools.explanation.explain_impl; awslabs.ccapi_mcp_server.models.models.ExplainRequest,no,"Empty description and name 'explain' suggest at most read-only explanation, but actual permission implies cloud infrastructure management with create/update/delete capabilities, a strictly higher-impact action."
awslabs_mcp_ccapi-mcp-server,get_resource,,Cloud Infrastructure Management,awslabs.ccapi_mcp_server.aws_client.get_aws_client; awslabs.ccapi_mcp_server.errors.handle_aws_api_error; awslabs.ccapi_mcp_server.impl.tools.explanation.explain_impl; awslabs.ccapi_mcp_server.impl.tools.resource_operations.get_resource_impl; awslabs.ccapi_mcp_server.impl.tools.security_scanning.run_checkov_impl; awslabs.ccapi_mcp_server.models.models.ExplainRequest; awslabs.ccapi_mcp_server.models.models.GenerateInfrastructureCodeRequest; awslabs.ccapi_mcp_server.models.models.GetResourceRequest; awslabs.ccapi_mcp_server.models.models.RunCheckovRequest; generate_infrastructure_code_impl_wrapper; get_aws_client,no,"Tool name implies read-only retrieval, but actual permission includes infrastructure code generation (write/creation), a higher-impact capability."
awslabs_mcp_cloudwatch-applicationsignals-mcp-server,audit_service_operations,,Cloud Infrastructure Management,execute_audit_api,no,"Empty description implies no capability, but actual permission is Cloud Infrastructure Management with an execute API, which is strictly higher impact and presents material risk if unexpected."
awslabs_mcp_cloudwatch-applicationsignals-mcp-server,audit_services,"REQUIRED. JSON array of SLO targets. Supports wildcard patterns like '*payment*' for automatic SLO discovery. Format: [{'Type':'slo','Data':{'Slo':{'SloName':'slo-name'}}}] or [{'Type':'slo','Data':{'Slo':{'SloArn':'arn:aws:...'}}}]. Large target lists are automatically processed in batches.",Cloud Infrastructure Management,execute_audit_api,no,"Description implies SLO discovery/read-only audit (L1), but actual 'Cloud Infrastructure Management' with execute_audit_api suggests management operations (L2/L3), a higher-impact hidden capability."
awslabs_mcp_cloudwatch-appsignals-mcp-server,audit_services,,Cloud Infrastructure Management,execute_audit_api,no,"Description implies only auditing services (read-level), but actual permission includes executing APIs (mutating cloud infrastructure), which is a higher impact."
awslabs_mcp_cloudwatch-appsignals-mcp-server,audit_slos,,Cloud Infrastructure Management,execute_audit_api,no,"Tool name implies read-only audit of SLOs, but actual permission grants cloud infrastructure management with execute capability, a strictly higher-impact level than expected."
