cache_entry_id,language,api_name,hidden_api_cache_entry_refs,unique_project_cache_entry_pairs,unique_project_tool_cache_entry_triples,permissions
TypeScript::@libsql/client.createClient,TypeScript,@libsql/client.createClient,1,1,1,Database Management
TypeScript::@libsql/client.createClient.execute,TypeScript,@libsql/client.createClient.execute,1,1,1,Database Management
TypeScript::@linear/sdk.LinearClient.createIssueRelation,TypeScript,@linear/sdk.LinearClient.createIssueRelation,1,1,1,Project Management Services
TypeScript::@linear/sdk.LinearClient.deleteInitiativeToProject,TypeScript,@linear/sdk.LinearClient.deleteInitiativeToProject,1,1,1,Project Management Services
TypeScript::@linear/sdk.LinearClient.initiativeToProjects,TypeScript,@linear/sdk.LinearClient.initiativeToProjects,1,1,1,Project Management Services
TypeScript::@linear/sdk.LinearClient.updateProject,TypeScript,@linear/sdk.LinearClient.updateProject,1,1,1,Project Management Services
TypeScript::@mendable/firecrawl-js.FirecrawlApp.extract,TypeScript,@mendable/firecrawl-js.FirecrawlApp.extract,1,1,1,System Command Execution
TypeScript::@modelcontextprotocol/sdk/client/index.js.Client.connect,TypeScript,@modelcontextprotocol/sdk/client/index.js.Client.connect,1,1,1,Specialized Domain Data Services
TypeScript::@modelcontextprotocol/sdk/server/completable.js.Completable.complete,TypeScript,@modelcontextprotocol/sdk/server/completable.js.Completable.complete,1,1,1,Financial and Blockchain Services
TypeScript::@modelcontextprotocol/sdk/server/index.js.Server.listRoots,TypeScript,@modelcontextprotocol/sdk/server/index.js.Server.listRoots,6,1,6,File System Operations
TypeScript::@modelcontextprotocol/sdk/server/index.js.importAll,TypeScript,@modelcontextprotocol/sdk/server/index.js.importAll,1,1,1,Cloud Infrastructure Management
TypeScript::@modelcontextprotocol/sdk/server/index.js.report_progress,TypeScript,@modelcontextprotocol/sdk/server/index.js.report_progress,1,1,1,Database Management
TypeScript::@modelcontextprotocol/sdk/server/index.js.sendNotification,TypeScript,@modelcontextprotocol/sdk/server/index.js.sendNotification,3,1,3,System Command Execution
TypeScript::@modelcontextprotocol/sdk/server/index.js.startJob,TypeScript,@modelcontextprotocol/sdk/server/index.js.startJob,1,1,1,Cloud Infrastructure Management
TypeScript::@modelcontextprotocol/sdk/server/mcp.js.McpServer.connect,TypeScript,@modelcontextprotocol/sdk/server/mcp.js.McpServer.connect,1,1,1,System Command Execution
TypeScript::@modelcontextprotocol/sdk/server/mcp.js.McpServer.notification,TypeScript,@modelcontextprotocol/sdk/server/mcp.js.McpServer.notification,1,1,1,Specialized Domain Data Services
TypeScript::@modelcontextprotocol/sdk/server/mcp.js.McpServer.registerTool,TypeScript,@modelcontextprotocol/sdk/server/mcp.js.McpServer.registerTool,1,1,1,System Command Execution
TypeScript::@modelcontextprotocol/sdk/server/mcp.js.McpServer.server.request,TypeScript,@modelcontextprotocol/sdk/server/mcp.js.McpServer.server.request,1,1,1,AI and Machine Learning Services
TypeScript::@modelcontextprotocol/sdk/server/mcp.js.McpServer.tool,TypeScript,@modelcontextprotocol/sdk/server/mcp.js.McpServer.tool,1,1,1,Database Management
TypeScript::@modelcontextprotocol/sdk/server/mcp.js.isPluginConnected,TypeScript,@modelcontextprotocol/sdk/server/mcp.js.isPluginConnected,1,1,1,Specialized Domain Data Services
TypeScript::@modelcontextprotocol/sdk/server/mcp.js.sendCommandToPlugin,TypeScript,@modelcontextprotocol/sdk/server/mcp.js.sendCommandToPlugin,4,1,4,Specialized Domain Data Services
TypeScript::@modelcontextprotocol/sdk/server/stdio.js.StdioServerTransport.listen,TypeScript,@modelcontextprotocol/sdk/server/stdio.js.StdioServerTransport.listen,3,1,3,System Command Execution
TypeScript::@modelcontextprotocol/sdk/server/stdio.js.execAsync,TypeScript,@modelcontextprotocol/sdk/server/stdio.js.execAsync,1,1,1,System Command Execution
TypeScript::@modelcontextprotocol/sdk/server/stdio.js.removeTool,TypeScript,@modelcontextprotocol/sdk/server/stdio.js.removeTool,1,1,1,AI and Machine Learning Services
TypeScript::@modelcontextprotocol/sdk/types.onClose,TypeScript,@modelcontextprotocol/sdk/types.onClose,3,1,3,System Command Execution
TypeScript::@mondaydotcomorg/api.ApiClient.request,TypeScript,@mondaydotcomorg/api.ApiClient.request,1,1,1,Project Management Services
TypeScript::@osaas/client-core.listSubscriptions,TypeScript,@osaas/client-core.listSubscriptions,1,1,1,Cloud Infrastructure Management
TypeScript::@paddle/paddle-node-sdk.createProduct,TypeScript,@paddle/paddle-node-sdk.createProduct,1,1,1,Project Management Services
TypeScript::@paddle/paddle-node-sdk.listPrices,TypeScript,@paddle/paddle-node-sdk.listPrices,1,1,1,Financial and Blockchain Services
TypeScript::@paddle/paddle-node-sdk.listTransactions,TypeScript,@paddle/paddle-node-sdk.listTransactions,1,1,1,Financial and Blockchain Services
TypeScript::@planetscale/database.Connection.execute,TypeScript,@planetscale/database.Connection.execute,1,1,1,Database Management
TypeScript::@prisma/client.PrismaClient.create,TypeScript,@prisma/client.PrismaClient.create,1,1,1,Database Management
TypeScript::@prisma/client.PrismaClient.upsert,TypeScript,@prisma/client.PrismaClient.upsert,1,1,1,Database Management
TypeScript::@qdrant/js-client-rest.QdrantClient.createCollection,TypeScript,@qdrant/js-client-rest.QdrantClient.createCollection,2,1,2,Database Management
TypeScript::@qdrant/js-client-rest.QdrantClient.getCollections,TypeScript,@qdrant/js-client-rest.QdrantClient.getCollections,2,1,2,Database Management
TypeScript::@qdrant/js-client-rest.QdrantClient.upsert,TypeScript,@qdrant/js-client-rest.QdrantClient.upsert,2,1,2,Database Management
TypeScript::@supabase/supabase-js.query,TypeScript,@supabase/supabase-js.query,4,1,4,Database Management
TypeScript::@supabase/supabase-js.release,TypeScript,@supabase/supabase-js.release,4,1,4,Database Management
TypeScript::@supabase/supabase-js.storage.from,TypeScript,@supabase/supabase-js.storage.from,1,1,1,Cloud Infrastructure Management
TypeScript::@supabase/supabase-js.storage.from.upload,TypeScript,@supabase/supabase-js.storage.from.upload,2,2,2,Cloud Infrastructure Management
TypeScript::API_ENDPOINTS.APPS.PROMOTE,TypeScript,API_ENDPOINTS.APPS.PROMOTE,1,1,1,Project Management Services
TypeScript::API_ENDPOINTS.APP_FEATURES.CREATE,TypeScript,API_ENDPOINTS.APP_FEATURES.CREATE,1,1,1,Specialized Domain Data Services
TypeScript::API_ENDPOINTS.APP_FEATURES.GET_ALL,TypeScript,API_ENDPOINTS.APP_FEATURES.GET_ALL,1,1,1,Project Management Services
TypeScript::API_ENDPOINTS.CODE.GET_DEPLOYMENT_STATUS,TypeScript,API_ENDPOINTS.CODE.GET_DEPLOYMENT_STATUS,1,1,1,Specialized Domain Data Services
TypeScript::API_ENDPOINTS.CODE.GET_ENV_KEYS,TypeScript,API_ENDPOINTS.CODE.GET_ENV_KEYS,1,1,1,Project Management Services
TypeScript::API_ENDPOINTS.CODE.MANAGE_ENV,TypeScript,API_ENDPOINTS.CODE.MANAGE_ENV,1,1,1,Specialized Domain Data Services
TypeScript::API_ENDPOINTS.STORAGE.EXPORT_DATA,TypeScript,API_ENDPOINTS.STORAGE.EXPORT_DATA,1,1,1,Specialized Domain Data Services
TypeScript::Api.v1.machineResumeUpdate,TypeScript,Api.v1.machineResumeUpdate,1,1,1,Cloud Infrastructure Management
TypeScript::Api.v1.runnersRunPrgCreate,TypeScript,Api.v1.runnersRunPrgCreate,1,1,1,System Command Execution
TypeScript::BaseMondayApiTool.request,TypeScript,BaseMondayApiTool.request,1,1,1,Project Management Services
TypeScript::BigQuery,TypeScript,BigQuery,1,1,1,Database Management
TypeScript::BrowserContext.addCookies,TypeScript,BrowserContext.addCookies,1,1,1,Browser Automation and Web Interaction
TypeScript::Client.connect,TypeScript,Client.connect,1,1,1,AI and Machine Learning Services
TypeScript::Config.getInstance,TypeScript,Config.getInstance,1,1,1,File System Operations
TypeScript::Config.getInstance.get,TypeScript,Config.getInstance.get,1,1,1,System Command Execution
TypeScript::Console.enable,TypeScript,Console.enable,2,1,2,Browser Automation and Web Interaction
TypeScript::CreateHITCommand,TypeScript,CreateHITCommand,1,1,1,Cloud Infrastructure Management
TypeScript::DatabaseConnection.connect,TypeScript,DatabaseConnection.connect,1,1,1,Database Management
TypeScript::DatabaseConnection.disconnect,TypeScript,DatabaseConnection.disconnect,1,1,1,Database Management
TypeScript::DatabaseConnection.getActiveQueries,TypeScript,DatabaseConnection.getActiveQueries,1,1,1,Database Management
TypeScript::DatabaseConnection.getDatabaseMetrics,TypeScript,DatabaseConnection.getDatabaseMetrics,1,1,1,Database Management
TypeScript::DatabaseConnection.getInstance,TypeScript,DatabaseConnection.getInstance,1,1,1,Database Management
TypeScript::DatabaseConnection.getLockInfo,TypeScript,DatabaseConnection.getLockInfo,1,1,1,Database Management
TypeScript::DatabaseConnection.getReplicationInfo,TypeScript,DatabaseConnection.getReplicationInfo,1,1,1,Database Management
TypeScript::DatabaseConnection.getTableMetrics,TypeScript,DatabaseConnection.getTableMetrics,1,1,1,Database Management
TypeScript::DatabaseConnection.query,TypeScript,DatabaseConnection.query,1,1,1,Database Management
TypeScript::Debugger.enable,TypeScript,Debugger.enable,1,1,1,Browser Automation and Web Interaction
TypeScript::Debugger.getScriptSource,TypeScript,Debugger.getScriptSource,1,1,1,Database Management
TypeScript::Diff.applyPatch,TypeScript,Diff.applyPatch,1,1,1,System Command Execution
TypeScript::FirecrawlApp.searchWithFirecrawl,TypeScript,FirecrawlApp.searchWithFirecrawl,1,1,1,Database Management
TypeScript::FormQuestionsEditorToolHelpers.handler,TypeScript,FormQuestionsEditorToolHelpers.handler,1,1,1,Project Management Services
TypeScript::INPUT_TEXT,TypeScript,INPUT_TEXT,1,1,1,Database Management
TypeScript::LibraryApiClient.getDetailedSubjectCodes,TypeScript,LibraryApiClient.getDetailedSubjectCodes,1,1,1,System Command Execution
TypeScript::LinearClient,TypeScript,LinearClient,1,1,1,Project Management Services
TypeScript::McpServer.sendCommandToPlugin,TypeScript,McpServer.sendCommandToPlugin,1,1,1,Specialized Domain Data Services
TypeScript::MongoClient.db,TypeScript,MongoClient.db,1,1,1,Database Management
TypeScript::OPNSenseAPIClient.getFirewallSettings,TypeScript,OPNSenseAPIClient.getFirewallSettings,1,1,1,Cloud Infrastructure Management
TypeScript::Paddle.prices.list,TypeScript,Paddle.prices.list,1,1,1,Financial and Blockchain Services
TypeScript::Page.waitForSelector,TypeScript,Page.waitForSelector,1,1,1,Browser Automation and Web Interaction
TypeScript::PocketBase.collection,TypeScript,PocketBase.collection,1,1,1,Database Management
TypeScript::PocketBase.collection.getFirstListItem,TypeScript,PocketBase.collection.getFirstListItem,1,1,1,Database Management
TypeScript::ProjectApi.getDefaultBranch2,TypeScript,ProjectApi.getDefaultBranch2,1,1,1,System Command Execution
TypeScript::Runtime.evaluate,TypeScript,Runtime.evaluate,1,1,1,Browser Automation and Web Interaction
TypeScript::Runtime.runIfWaitingForDebugger,TypeScript,Runtime.runIfWaitingForDebugger,2,1,2,Database Management
TypeScript::Server.getSystemInfo,TypeScript,Server.getSystemInfo,1,1,1,System Command Execution
TypeScript::SfMcpServer.sendToolListChanged,TypeScript,SfMcpServer.sendToolListChanged,1,1,1,File System Operations
TypeScript::SystemSettingsResource.enable_system_intervlan_routing,TypeScript,SystemSettingsResource.enable_system_intervlan_routing,1,1,1,Cloud Infrastructure Management
TypeScript::Tool.execute,TypeScript,Tool.execute,1,1,1,System Command Execution
TypeScript::TopicCreateTransaction,TypeScript,TopicCreateTransaction,4,1,4,Financial and Blockchain Services
TypeScript::TopicMessageSubmitTransaction,TypeScript,TopicMessageSubmitTransaction,4,1,4,Financial and Blockchain Services
TypeScript::TraceRecorder.execution,TypeScript,TraceRecorder.execution,2,1,2,System Command Execution
TypeScript::WebApi.postTeamIteration,TypeScript,WebApi.postTeamIteration,1,1,1,Project Management Services
TypeScript::WordPressClient.get,TypeScript,WordPressClient.get,1,1,1,Project Management Services
TypeScript::YAML.load,TypeScript,YAML.load,1,1,1,System Command Execution
TypeScript::YankiConnect.getClient,TypeScript,YankiConnect.getClient,1,1,1,Specialized Domain Data Services
TypeScript::accessSync,TypeScript,accessSync,5,2,5,File System Operations
TypeScript::adb.adb,TypeScript,adb.adb,1,1,1,System Command Execution
TypeScript::adb.shell,TypeScript,adb.shell,1,1,1,File System Operations
TypeScript::addDocuments,TypeScript,addDocuments,1,1,1,Project Management Services
TypeScript::addFile,TypeScript,addFile,1,1,1,AI and Machine Learning Services
TypeScript::addIndex,TypeScript,addIndex,1,1,1,Database Management
TypeScript::addInitScript,TypeScript,addInitScript,1,1,1,Browser Automation and Web Interaction
TypeScript::adm-zip.addFile,TypeScript,adm-zip.addFile,1,1,1,Cloud Infrastructure Management
TypeScript::aegis-client.report,TypeScript,aegis-client.report,11,1,11,Specialized Domain Data Services
TypeScript::aegisClient.report,TypeScript,aegisClient.report,4,1,4,Specialized Domain Data Services
TypeScript::ai.files.delete,TypeScript,ai.files.delete,1,1,1,Cloud Infrastructure Management
TypeScript::ai.files.list,TypeScript,ai.files.list,1,1,1,Cloud Infrastructure Management
TypeScript::anthropic,TypeScript,anthropic,1,1,1,AI and Machine Learning Services
TypeScript::apiClient.post,TypeScript,apiClient.post,1,1,1,Specialized Domain Data Services
TypeScript::appendLine,TypeScript,appendLine,1,1,1,Database Management
TypeScript::attach,TypeScript,attach,12,1,12,System Command Execution
TypeScript::audit.search,TypeScript,audit.search,1,1,1,System Command Execution
TypeScript::autoCancellation,TypeScript,autoCancellation,3,3,3,Database Management
TypeScript::autoIt.controlFocus,TypeScript,autoIt.controlFocus,1,1,1,System Command Execution
TypeScript::autoIt.controlGetPos,TypeScript,autoIt.controlGetPos,1,1,1,System Command Execution
TypeScript::autoIt.controlSetText,TypeScript,autoIt.controlSetText,1,1,1,System Command Execution
TypeScript::autoIt.init,TypeScript,autoIt.init,14,1,14,System Command Execution
TypeScript::autoIt.mouseDown,TypeScript,autoIt.mouseDown,1,1,1,System Command Execution
TypeScript::autoIt.processExists,TypeScript,autoIt.processExists,1,1,1,System Command Execution
TypeScript::autoIt.processWait,TypeScript,autoIt.processWait,1,1,1,System Command Execution
TypeScript::autoIt.toolTip,TypeScript,autoIt.toolTip,1,1,1,System Command Execution
TypeScript::autoIt.winActive,TypeScript,autoIt.winActive,1,1,1,System Command Execution
TypeScript::autoIt.winGetTitle,TypeScript,autoIt.winGetTitle,1,1,1,System Command Execution
TypeScript::autoItSetOption,TypeScript,autoItSetOption,1,1,1,System Command Execution
TypeScript::axios.AxiosError,TypeScript,axios.AxiosError,1,1,1,Specialized Domain Data Services
TypeScript::axios.AxiosInstance.post,TypeScript,axios.AxiosInstance.post,1,1,1,Specialized Domain Data Services
TypeScript::axios.axios,TypeScript,axios.axios,4,3,4,Specialized Domain Data Services
TypeScript::axios.default.get,TypeScript,axios.default.get,1,1,1,Specialized Domain Data Services
TypeScript::axios.delete,TypeScript,axios.delete,2,2,2,Specialized Domain Data Services
TypeScript::axios.get,TypeScript,axios.get,18,14,18,Specialized Domain Data Services
TypeScript::axios.patch,TypeScript,axios.patch,2,2,2,Specialized Domain Data Services
TypeScript::axios.post,TypeScript,axios.post,10,8,10,Specialized Domain Data Services
TypeScript::axios.request,TypeScript,axios.request,1,1,1,Specialized Domain Data Services
TypeScript::azure-devops-node-api.WebApi.getWorkApi,TypeScript,azure-devops-node-api.WebApi.getWorkApi,1,1,1,File System Operations
TypeScript::better-sqlite3.Database.deleteDocuments,TypeScript,better-sqlite3.Database.deleteDocuments,1,1,1,Database Management
TypeScript::boardsById.get,TypeScript,boardsById.get,1,1,1,Project Management Services
TypeScript::brian.transact,TypeScript,brian.transact,1,1,1,Financial and Blockchain Services
TypeScript::browser.contexts(),TypeScript,browser.contexts(),1,1,1,Browser Automation and Web Interaction
TypeScript::browser.newPage,TypeScript,browser.newPage,1,1,1,Browser Automation and Web Interaction
TypeScript::browser.pages,TypeScript,browser.pages,4,1,4,Browser Automation and Web Interaction
TypeScript::browser.process(),TypeScript,browser.process(),1,1,1,System Command Execution
TypeScript::calendar.freebusy.query,TypeScript,calendar.freebusy.query,1,1,1,File System Operations
TypeScript::callKicadScript,TypeScript,callKicadScript,41,1,41,System Command Execution
TypeScript::capture,TypeScript,capture,14,2,14,System Command Execution
TypeScript::cdpSession.on,TypeScript,cdpSession.on,2,1,2,Browser Automation and Web Interaction
TypeScript::checkGlobalPackage,TypeScript,checkGlobalPackage,1,1,1,System Command Execution
TypeScript::child_process.execFile,TypeScript,child_process.execFile,25,5,25,System Command Execution
TypeScript::child_process.execSync,TypeScript,child_process.execSync,158,25,158,System Command Execution
TypeScript::child_process.kill,TypeScript,child_process.kill,2,2,2,System Command Execution
TypeScript::child_process.spawn,TypeScript,child_process.spawn,115,28,115,System Command Execution
TypeScript::child_process.unref,TypeScript,child_process.unref,1,1,1,System Command Execution
TypeScript::chrome-launcher.kill,TypeScript,chrome-launcher.kill,1,1,1,Specialized Domain Data Services
TypeScript::chromeLauncher.launch,TypeScript,chromeLauncher.launch,1,1,1,Specialized Domain Data Services
TypeScript::chromium.launch,TypeScript,chromium.launch,7,4,7,Browser Automation and Web Interaction
TypeScript::clean,TypeScript,clean,4,1,4,System Command Execution
TypeScript::client.card.answerCards,TypeScript,client.card.answerCards,1,1,1,Specialized Domain Data Services
TypeScript::client.executeScriptJson,TypeScript,client.executeScriptJson,1,1,1,System Command Execution
TypeScript::client.post,TypeScript,client.post,2,2,2,Financial and Blockchain Services
TypeScript::client.query,TypeScript,client.query,1,1,1,Database Management
TypeScript::client.read,TypeScript,client.read,1,1,1,System Command Execution
TypeScript::client.send,TypeScript,client.send,2,2,2,System Command Execution
TypeScript::client.subscriptions.entities.add,TypeScript,client.subscriptions.entities.add,1,1,1,System Command Execution
TypeScript::clipGet,TypeScript,clipGet,1,1,1,System Command Execution
TypeScript::clipPut,TypeScript,clipPut,1,1,1,System Command Execution
TypeScript::collections.getList,TypeScript,collections.getList,2,2,2,Database Management
TypeScript::command,TypeScript,command,8,1,8,System Command Execution
TypeScript::common.utils.githubRequest,TypeScript,common.utils.githubRequest,3,3,3,Project Management Services
TypeScript::config.executeToolCall,TypeScript,config.executeToolCall,11,1,11,AI and Machine Learning Services
TypeScript::connection.close,TypeScript,connection.close,1,1,1,Database Management
TypeScript::contents,TypeScript,contents,1,1,1,Browser Automation and Web Interaction
TypeScript::controlClick,TypeScript,controlClick,1,1,1,System Command Execution
TypeScript::controlGetText,TypeScript,controlGetText,1,1,1,System Command Execution
TypeScript::controlMove,TypeScript,controlMove,1,1,1,System Command Execution
TypeScript::controlShow,TypeScript,controlShow,1,1,1,System Command Execution
TypeScript::copyFileSync,TypeScript,copyFileSync,2,1,2,File System Operations
TypeScript::couch.db.get,TypeScript,couch.db.get,1,1,1,Database Management
TypeScript::couchbase.connect,TypeScript,couchbase.connect,1,1,1,Database Management
TypeScript::createApexClassMetadata,TypeScript,createApexClassMetadata,1,1,1,Identity and Access Management
TypeScript::createBufferSource,TypeScript,createBufferSource,1,1,1,Browser Automation and Web Interaction
TypeScript::createCDPSession,TypeScript,createCDPSession,2,1,2,Browser Automation and Web Interaction
TypeScript::createContainer,TypeScript,createContainer,1,1,1,Cloud Infrastructure Management
TypeScript::createGoogleGenerativeAI,TypeScript,createGoogleGenerativeAI,1,1,1,AI and Machine Learning Services
TypeScript::createMondayApiAnnotations.createBoardInfo,TypeScript,createMondayApiAnnotations.createBoardInfo,1,1,1,Project Management Services
TypeScript::createPrice,TypeScript,createPrice,1,1,1,Financial and Blockchain Services
TypeScript::createQueryJob,TypeScript,createQueryJob,1,1,1,Database Management
TypeScript::createServer,TypeScript,createServer,3,3,3,System Command Execution
TypeScript::createSupabaseClient,TypeScript,createSupabaseClient,1,1,1,Cloud Infrastructure Management
TypeScript::createTag,TypeScript,createTag,1,1,1,Specialized Domain Data Services
TypeScript::createTranslationKeyBulk,TypeScript,createTranslationKeyBulk,1,1,1,Specialized Domain Data Services
TypeScript::createYuqueService,TypeScript,createYuqueService,6,1,6,Project Management Services
TypeScript::create_intervlan_rules,TypeScript,create_intervlan_rules,1,1,1,Cloud Infrastructure Management
TypeScript::db.insert,TypeScript,db.insert,1,1,1,Database Management
TypeScript::db.update,TypeScript,db.update,1,1,1,Database Management
TypeScript::dbAll,TypeScript,dbAll,4,3,4,Database Management
TypeScript::dbClient.execute,TypeScript,dbClient.execute,1,1,1,Database Management
TypeScript::dbQueries.searchCodeEntitiesFts,TypeScript,dbQueries.searchCodeEntitiesFts,1,1,1,Database Management
TypeScript::decipher.update,TypeScript,decipher.update,1,1,1,System Command Execution
TypeScript::demuxStream,TypeScript,demuxStream,2,1,2,System Command Execution
TypeScript::dockerode.Container.exec,TypeScript,dockerode.Container.exec,1,1,1,System Command Execution
TypeScript::dockerode.container.exec,TypeScript,dockerode.container.exec,1,1,1,System Command Execution
TypeScript::drizzle-orm.findMany,TypeScript,drizzle-orm.findMany,1,1,1,Database Management
TypeScript::drizzle-orm.sql,TypeScript,drizzle-orm.sql,1,1,1,Database Management
TypeScript::drizzle-orm/node-postgres.execute,TypeScript,drizzle-orm/node-postgres.execute,1,1,1,Database Management
TypeScript::drizzle-orm/node-postgres.select,TypeScript,drizzle-orm/node-postgres.select,1,1,1,Database Management
TypeScript::drizzle-orm/node-postgres.update,TypeScript,drizzle-orm/node-postgres.update,1,1,1,Database Management
TypeScript::edgedb.Client.query,TypeScript,edgedb.Client.query,1,1,1,Database Management
TypeScript::edgedb.getClient.getCurrentDatabase,TypeScript,edgedb.getClient.getCurrentDatabase,1,1,1,Database Management
TypeScript::edgedb.query,TypeScript,edgedb.query,3,1,3,Database Management
TypeScript::edgedb.querySingle,TypeScript,edgedb.querySingle,1,1,1,Database Management
TypeScript::editors.get,TypeScript,editors.get,15,1,15,Browser Automation and Web Interaction
TypeScript::embedMany,TypeScript,embedMany,1,1,1,AI and Machine Learning Services
TypeScript::enable_intervlan_routing_on_interface,TypeScript,enable_intervlan_routing_on_interface,1,1,1,Cloud Infrastructure Management
TypeScript::ensureDirSync,TypeScript,ensureDirSync,1,1,1,File System Operations
TypeScript::entry.isFile,TypeScript,entry.isFile,2,1,2,File System Operations
TypeScript::env.AI.run,TypeScript,env.AI.run,1,1,1,AI and Machine Learning Services
TypeScript::escapeShellArg,TypeScript,escapeShellArg,13,2,13,System Command Execution
TypeScript::establishConnection,TypeScript,establishConnection,1,1,1,System Command Execution
TypeScript::execAsync,TypeScript,execAsync,19,2,19,System Command Execution
TypeScript::execFilePromise,TypeScript,execFilePromise,2,1,2,System Command Execution
TypeScript::execFileSync,TypeScript,execFileSync,6,3,6,System Command Execution
TypeScript::execPromise,TypeScript,execPromise,1,1,1,System Command Execution
TypeScript::executeDockerCommand,TypeScript,executeDockerCommand,1,1,1,System Command Execution
TypeScript::executeNetlifyCommand,TypeScript,executeNetlifyCommand,1,1,1,Cloud Infrastructure Management
TypeScript::executeSqlViaRpc,TypeScript,executeSqlViaRpc,4,1,4,Database Management
TypeScript::executor,TypeScript,executor,1,1,1,Project Management Services
TypeScript::exit,TypeScript,exit,2,1,2,System Command Execution
TypeScript::export,TypeScript,export,1,1,1,Database Management
TypeScript::figma-js.file,TypeScript,figma-js.file,1,1,1,System Command Execution
TypeScript::file-system.findFiles,TypeScript,file-system.findFiles,1,1,1,File System Operations
TypeScript::files.get,TypeScript,files.get,15,1,15,Browser Automation and Web Interaction
TypeScript::fillTemplate,TypeScript,fillTemplate,1,1,1,Database Management
TypeScript::final,TypeScript,final,6,2,6,System Command Execution
TypeScript::finalize,TypeScript,finalize,1,1,1,Database Management
TypeScript::findAvailablePort,TypeScript,findAvailablePort,1,1,1,System Command Execution
TypeScript::forTestnet,TypeScript,forTestnet,4,1,4,Financial and Blockchain Services
TypeScript::fs.Stats.isDirectory,TypeScript,fs.Stats.isDirectory,17,10,17,File System Operations
TypeScript::fs.accessSync,TypeScript,fs.accessSync,2,2,2,File System Operations
TypeScript::fs.copyFile,TypeScript,fs.copyFile,17,4,17,File System Operations
TypeScript::fs.createWriteStream,TypeScript,fs.createWriteStream,3,2,3,File System Operations
TypeScript::fs.mkdtempSync,TypeScript,fs.mkdtempSync,1,1,1,File System Operations
TypeScript::fs.read,TypeScript,fs.read,10,2,10,File System Operations
TypeScript::fs.readFile,TypeScript,fs.readFile,141,44,141,File System Operations
TypeScript::fs.readdir,TypeScript,fs.readdir,33,18,33,File System Operations
TypeScript::fs.readdirSync,TypeScript,fs.readdirSync,13,6,13,File System Operations
TypeScript::fs.realpath,TypeScript,fs.realpath,11,3,11,File System Operations
TypeScript::fs.rm,TypeScript,fs.rm,1,1,1,File System Operations
TypeScript::fs.unlink,TypeScript,fs.unlink,23,14,23,File System Operations
TypeScript::fs.write,TypeScript,fs.write,33,6,33,File System Operations
TypeScript::fs.writeFile,TypeScript,fs.writeFile,169,58,169,File System Operations
TypeScript::fs.writeFileSync,TypeScript,fs.writeFileSync,4,2,4,File System Operations
TypeScript::fs/promises.access,TypeScript,fs/promises.access,3,2,3,File System Operations
TypeScript::fs/promises.appendFile,TypeScript,fs/promises.appendFile,1,1,1,File System Operations
TypeScript::fs/promises.readFile,TypeScript,fs/promises.readFile,6,5,6,File System Operations
TypeScript::fs/promises.readdir,TypeScript,fs/promises.readdir,1,1,1,File System Operations
TypeScript::fsp.readdir,TypeScript,fsp.readdir,1,1,1,File System Operations
TypeScript::gel.query,TypeScript,gel.query,1,1,1,Database Management
TypeScript::generateGreeting,TypeScript,generateGreeting,1,1,1,Database Management
TypeScript::get-windows,TypeScript,get-windows,2,1,2,System Command Execution
TypeScript::getConnectionPoolStatus,TypeScript,getConnectionPoolStatus,1,1,1,Database Management
TypeScript::getContainer,TypeScript,getContainer,4,3,4,System Command Execution
TypeScript::getDb,TypeScript,getDb,1,1,1,Database Management
TypeScript::getExchangeRate,TypeScript,getExchangeRate,1,1,1,Financial and Blockchain Services
TypeScript::getGoIosPath,TypeScript,getGoIosPath,1,1,1,File System Operations
TypeScript::getNamespacedCustomObject,TypeScript,getNamespacedCustomObject,1,1,1,Cloud Infrastructure Management
TypeScript::getPublicUrl,TypeScript,getPublicUrl,1,1,1,Cloud Infrastructure Management
TypeScript::getQueryResults,TypeScript,getQueryResults,1,1,1,Database Management
TypeScript::getReceipt,TypeScript,getReceipt,4,1,4,Financial and Blockchain Services
TypeScript::getRules,TypeScript,getRules,1,1,1,Browser Automation and Web Interaction
TypeScript::getSimulator,TypeScript,getSimulator,1,1,1,System Command Execution
TypeScript::getTranslationKeyDetails,TypeScript,getTranslationKeyDetails,1,1,1,Specialized Domain Data Services
TypeScript::globAsync,TypeScript,globAsync,2,2,2,File System Operations
TypeScript::google.calendar.events.insert,TypeScript,google.calendar.events.insert,2,2,2,Project Management Services
TypeScript::google.drive,TypeScript,google.drive,2,2,2,Specialized Domain Data Services
TypeScript::google.drive.files.list,TypeScript,google.drive.files.list,1,1,1,Specialized Domain Data Services
TypeScript::googleSearch,TypeScript,googleSearch,1,1,1,Specialized Domain Data Services
TypeScript::googleapis.google,TypeScript,googleapis.google,11,7,11,Cloud Infrastructure Management
TypeScript::groq.chat.completions.create,TypeScript,groq.chat.completions.create,1,1,1,AI and Machine Learning Services
TypeScript::guardText,TypeScript,guardText,1,1,1,System Command Execution
TypeScript::handleDecisionMaking,TypeScript,handleDecisionMaking,1,1,1,System Command Execution
TypeScript::hedera-agent-kit.HederaAgentKit.execute,TypeScript,hedera-agent-kit.HederaAgentKit.execute,4,1,4,Financial and Blockchain Services
TypeScript::hedera-agent-kit.HederaAgentKit.getHtsBalance,TypeScript,hedera-agent-kit.HederaAgentKit.getHtsBalance,1,1,1,Financial and Blockchain Services
TypeScript::homedir,TypeScript,homedir,9,1,9,File System Operations
