cache_entry_id,language,api_name,category,deepseek_refs,qwen_refs,deepseek_permissions,qwen_permissions
TypeScript::@modelcontextprotocol/sdk/server/mcp.js.isPluginConnected,TypeScript,@modelcontextprotocol/sdk/server/mcp.js.isPluginConnected,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::@modelcontextprotocol/sdk/server/mcp.js.sendCommandToPlugin,TypeScript,@modelcontextprotocol/sdk/server/mcp.js.sendCommandToPlugin,Specialized Domain Data Services,5,6,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::@modelcontextprotocol/sdk/server/stdio.js.StdioServerTransport.listen,TypeScript,@modelcontextprotocol/sdk/server/stdio.js.StdioServerTransport.listen,System Command Execution,3,3,System Command Execution,System Command Execution
TypeScript::@modelcontextprotocol/sdk/server/stdio.js.execAsync,TypeScript,@modelcontextprotocol/sdk/server/stdio.js.execAsync,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::@modelcontextprotocol/sdk/server/stdio.js.removeTool,TypeScript,@modelcontextprotocol/sdk/server/stdio.js.removeTool,AI and Machine Learning Services,1,1,AI and Machine Learning Services,AI and Machine Learning Services
TypeScript::@modelcontextprotocol/sdk/shared/transport.js.connect,TypeScript,@modelcontextprotocol/sdk/shared/transport.js.connect,Database Management,2,1,Database Management,Database Management
TypeScript::@modelcontextprotocol/sdk/types.onClose,TypeScript,@modelcontextprotocol/sdk/types.onClose,System Command Execution,3,3,System Command Execution,System Command Execution
TypeScript::@mondaydotcomorg/api.ApiClient.request,TypeScript,@mondaydotcomorg/api.ApiClient.request,Project Management Services,1,1,Project Management Services,Project Management Services
TypeScript::@nut-tree-fork/nut-js.clipboard.getContent,TypeScript,@nut-tree-fork/nut-js.clipboard.getContent,System Command Execution,2,2,System Command Execution,System Command Execution
TypeScript::@openfort/openfort-node.players.create,TypeScript,@openfort/openfort-node.players.create,Financial and Blockchain Services,1,1,Blockchain and Cryptocurrency Services,Financial and Blockchain Services
TypeScript::@osaas/client-core.listSubscriptions,TypeScript,@osaas/client-core.listSubscriptions,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::@paddle/paddle-node-sdk.createProduct,TypeScript,@paddle/paddle-node-sdk.createProduct,Project Management Services,1,1,Project Management Services,Project Management Services
TypeScript::@paddle/paddle-node-sdk.listPrices,TypeScript,@paddle/paddle-node-sdk.listPrices,Financial and Blockchain Services,1,1,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::@paddle/paddle-node-sdk.listTransactions,TypeScript,@paddle/paddle-node-sdk.listTransactions,Financial and Blockchain Services,1,1,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::@permaweb/aoconnect.message,TypeScript,@permaweb/aoconnect.message,Financial and Blockchain Services,1,2,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::@permaweb/aoconnect.result,TypeScript,@permaweb/aoconnect.result,Financial and Blockchain Services,1,2,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::@planetscale/database.Connection.execute,TypeScript,@planetscale/database.Connection.execute,Database Management,3,1,Database Management,Database Management
TypeScript::@prisma/client.PrismaClient.create,TypeScript,@prisma/client.PrismaClient.create,Database Management,1,1,Database Management,Database Management
TypeScript::@prisma/client.PrismaClient.upsert,TypeScript,@prisma/client.PrismaClient.upsert,Database Management,1,1,Database Management,Database Management
TypeScript::@qdrant/js-client-rest.QdrantClient.createCollection,TypeScript,@qdrant/js-client-rest.QdrantClient.createCollection,Database Management,3,2,Database Management,Database Management
TypeScript::@qdrant/js-client-rest.QdrantClient.getCollections,TypeScript,@qdrant/js-client-rest.QdrantClient.getCollections,Database Management,3,2,Database Management,Database Management
TypeScript::@qdrant/js-client-rest.QdrantClient.upsert,TypeScript,@qdrant/js-client-rest.QdrantClient.upsert,Database Management,2,2,Database Management,Database Management
TypeScript::@recallnet/sdk/client.RecallClient.accountManager,TypeScript,@recallnet/sdk/client.RecallClient.accountManager,Financial and Blockchain Services,1,1,Cloud Infrastructure Management,Financial and Blockchain Services
TypeScript::@recallnet/sdk/client.RecallClient.accountManager.info,TypeScript,@recallnet/sdk/client.RecallClient.accountManager.info,Financial and Blockchain Services,1,1,Cloud Infrastructure Management,Financial and Blockchain Services
TypeScript::@supabase/supabase-js.query,TypeScript,@supabase/supabase-js.query,Database Management,6,6,Database Management,Database Management
TypeScript::@supabase/supabase-js.release,TypeScript,@supabase/supabase-js.release,Database Management,6,6,Database Management,Database Management
TypeScript::@supabase/supabase-js.storage.from,TypeScript,@supabase/supabase-js.storage.from,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::@supabase/supabase-js.storage.from.upload,TypeScript,@supabase/supabase-js.storage.from.upload,Cloud Infrastructure Management,2,2,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::@zilliz/claude-context-core.Context.getVectorDatabase,TypeScript,@zilliz/claude-context-core.Context.getVectorDatabase,Database Management,1,1,Database Management,Database Management
TypeScript::@zilliz/claude-context-core.add,TypeScript,@zilliz/claude-context-core.add,Database Management,1,1,Database Management,Database Management
TypeScript::@zilliz/claude-context-core.listCollections,TypeScript,@zilliz/claude-context-core.listCollections,Database Management,1,1,Database Management,Database Management
TypeScript::@zilliz/claude-context-core.vectorDb.query,TypeScript,@zilliz/claude-context-core.vectorDb.query,Database Management,1,1,Database Management,Database Management
TypeScript::@zilliz/milvus2-sdk-node.MilvusClient.getLoadState,TypeScript,@zilliz/milvus2-sdk-node.MilvusClient.getLoadState,Database Management,1,1,Database Management,Database Management
TypeScript::@zilliz/milvus2-sdk-node.MilvusClient.hasCollection,TypeScript,@zilliz/milvus2-sdk-node.MilvusClient.hasCollection,Database Management,1,1,Database Management,Database Management
TypeScript::@zilliz/milvus2-sdk-node.MilvusClient.loadCollection,TypeScript,@zilliz/milvus2-sdk-node.MilvusClient.loadCollection,Database Management,1,1,Database Management,Database Management
TypeScript::API_ENDPOINTS.APPS.PROMOTE,TypeScript,API_ENDPOINTS.APPS.PROMOTE,Project Management Services,1,1,Project Management Services,Project Management Services
TypeScript::API_ENDPOINTS.APP_FEATURES.CREATE,TypeScript,API_ENDPOINTS.APP_FEATURES.CREATE,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::API_ENDPOINTS.APP_FEATURES.GET_ALL,TypeScript,API_ENDPOINTS.APP_FEATURES.GET_ALL,Project Management Services,1,1,Project Management Services,Project Management Services
TypeScript::API_ENDPOINTS.CODE.GET_DEPLOYMENT_STATUS,TypeScript,API_ENDPOINTS.CODE.GET_DEPLOYMENT_STATUS,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::API_ENDPOINTS.CODE.GET_ENV_KEYS,TypeScript,API_ENDPOINTS.CODE.GET_ENV_KEYS,Project Management Services,1,1,Project Management Services,Project Management Services
TypeScript::API_ENDPOINTS.CODE.MANAGE_ENV,TypeScript,API_ENDPOINTS.CODE.MANAGE_ENV,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::API_ENDPOINTS.STORAGE.EXPORT_DATA,TypeScript,API_ENDPOINTS.STORAGE.EXPORT_DATA,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::Api.v1.machineResumeUpdate,TypeScript,Api.v1.machineResumeUpdate,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::Api.v1.runnersRunPrgCreate,TypeScript,Api.v1.runnersRunPrgCreate,System Command Execution,3,2,System Command Execution,System Command Execution
TypeScript::BaseApiClient.get,TypeScript,BaseApiClient.get,System Command Execution,2,3,System Command Execution,System Command Execution
TypeScript::BaseMondayApiTool.request,TypeScript,BaseMondayApiTool.request,Project Management Services,1,1,Project Management Services,Project Management Services
TypeScript::BigQuery,TypeScript,BigQuery,Database Management,2,1,Database Management,Database Management
TypeScript::BrowserContext.addCookies,TypeScript,BrowserContext.addCookies,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::C64Facade.readMemory,TypeScript,C64Facade.readMemory,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::Client.connect,TypeScript,Client.connect,AI and Machine Learning Services,1,1,AI and Machine Learning Services,AI and Machine Learning Services
TypeScript::Config.getInstance,TypeScript,Config.getInstance,File System Operations,1,1,File System Operations,File System Operations
TypeScript::Config.getInstance.get,TypeScript,Config.getInstance.get,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::Console.enable,TypeScript,Console.enable,Browser Automation and Web Interaction,2,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::CreateHITCommand,TypeScript,CreateHITCommand,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::DatabaseConnection.connect,TypeScript,DatabaseConnection.connect,Database Management,3,1,Database Management,Database Management
TypeScript::DatabaseConnection.disconnect,TypeScript,DatabaseConnection.disconnect,Database Management,3,1,Database Management,Database Management
TypeScript::DatabaseConnection.getActiveQueries,TypeScript,DatabaseConnection.getActiveQueries,Database Management,1,1,Database Management,Database Management
TypeScript::DatabaseConnection.getDatabaseMetrics,TypeScript,DatabaseConnection.getDatabaseMetrics,Database Management,1,1,Database Management,Database Management
TypeScript::DatabaseConnection.getInstance,TypeScript,DatabaseConnection.getInstance,Database Management,3,1,Database Management,Database Management
TypeScript::DatabaseConnection.getLockInfo,TypeScript,DatabaseConnection.getLockInfo,Database Management,1,1,Database Management,Database Management
TypeScript::DatabaseConnection.getReplicationInfo,TypeScript,DatabaseConnection.getReplicationInfo,Database Management,1,1,Database Management,Database Management
TypeScript::DatabaseConnection.getTableMetrics,TypeScript,DatabaseConnection.getTableMetrics,Database Management,1,1,Database Management,Database Management
TypeScript::DatabaseConnection.query,TypeScript,DatabaseConnection.query,Database Management,3,1,Database Management,Database Management
TypeScript::Debugger.enable,TypeScript,Debugger.enable,Browser Automation and Web Interaction,1,4,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::Debugger.getScriptSource,TypeScript,Debugger.getScriptSource,Database Management,1,1,Database Management,Database Management
TypeScript::Diff.applyPatch,TypeScript,Diff.applyPatch,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::FirecrawlApp.searchWithFirecrawl,TypeScript,FirecrawlApp.searchWithFirecrawl,Database Management,1,7,Database Management,Database Management
TypeScript::FormQuestionsEditorToolHelpers.handler,TypeScript,FormQuestionsEditorToolHelpers.handler,Project Management Services,1,1,Project Management Services,Project Management Services
TypeScript::GitHub API,TypeScript,GitHub API,Project Management Services,2,2,Specialized Domain Data Services,Project Management Services
TypeScript::INPUT_TEXT,TypeScript,INPUT_TEXT,Database Management,1,1,Database Management,Database Management
TypeScript::LibraryApiClient.getDetailedSubjectCodes,TypeScript,LibraryApiClient.getDetailedSubjectCodes,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::LinearClient,TypeScript,LinearClient,Project Management Services,1,1,Project Management Services,Project Management Services
TypeScript::McpServer.sendCommandToPlugin,TypeScript,McpServer.sendCommandToPlugin,Specialized Domain Data Services,1,2,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::MongoClient.db,TypeScript,MongoClient.db,Database Management,1,5,Database Management,Database Management
TypeScript::OPNSenseAPIClient.getFirewallSettings,TypeScript,OPNSenseAPIClient.getFirewallSettings,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::Paddle.prices.list,TypeScript,Paddle.prices.list,Financial and Blockchain Services,1,1,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::Page.waitForSelector,TypeScript,Page.waitForSelector,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::PocketBase.collection,TypeScript,PocketBase.collection,Database Management,1,12,Database Management,Database Management
TypeScript::PocketBase.collection.getFirstListItem,TypeScript,PocketBase.collection.getFirstListItem,Database Management,1,5,Database Management,Database Management
TypeScript::ProjectApi.getDefaultBranch2,TypeScript,ProjectApi.getDefaultBranch2,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::RedisClient.get,TypeScript,RedisClient.get,Database Management,2,1,Database Management,Database Management
TypeScript::Runtime.evaluate,TypeScript,Runtime.evaluate,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::Runtime.runIfWaitingForDebugger,TypeScript,Runtime.runIfWaitingForDebugger,Database Management,3,5,Database Management,Database Management
TypeScript::STRIPE_SECRET_KEY,TypeScript,STRIPE_SECRET_KEY,Financial and Blockchain Services,3,3,Payment Processing,Financial and Blockchain Services
TypeScript::Server.executeQuery,TypeScript,Server.executeQuery,Database Management,1,5,Database Management,Database Management
TypeScript::Server.getSystemInfo,TypeScript,Server.getSystemInfo,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::SfMcpServer.sendToolListChanged,TypeScript,SfMcpServer.sendToolListChanged,File System Operations,1,1,File System Operations,File System Operations
TypeScript::SystemSettingsResource.enable_system_intervlan_routing,TypeScript,SystemSettingsResource.enable_system_intervlan_routing,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::Tool.execute,TypeScript,Tool.execute,System Command Execution,1,2,System Command Execution,System Command Execution
TypeScript::TopicCreateTransaction,TypeScript,TopicCreateTransaction,Financial and Blockchain Services,5,4,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::TopicMessageSubmitTransaction,TypeScript,TopicMessageSubmitTransaction,Financial and Blockchain Services,5,4,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::TraceRecorder.execution,TypeScript,TraceRecorder.execution,System Command Execution,2,2,System Command Execution,System Command Execution
TypeScript::WebApi.postTeamIteration,TypeScript,WebApi.postTeamIteration,Project Management Services,1,1,Project Management Services,Project Management Services
TypeScript::WordPressClient.get,TypeScript,WordPressClient.get,Project Management Services,1,1,Project Management Services,Project Management Services
TypeScript::YAML.load,TypeScript,YAML.load,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::YankiConnect.getClient,TypeScript,YankiConnect.getClient,Specialized Domain Data Services,2,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::accessSync,TypeScript,accessSync,File System Operations,7,5,File System Operations,File System Operations
TypeScript::adb.adb,TypeScript,adb.adb,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::adb.shell,TypeScript,adb.shell,File System Operations,1,1,File System Operations,File System Operations
TypeScript::addDocuments,TypeScript,addDocuments,Project Management Services,1,1,Project Management Services,Project Management Services
TypeScript::addFile,TypeScript,addFile,AI and Machine Learning Services,1,1,AI and Machine Learning Services,AI and Machine Learning Services
TypeScript::addIndex,TypeScript,addIndex,Database Management,1,1,Database Management,Database Management
TypeScript::addInitScript,TypeScript,addInitScript,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::adm-zip.addFile,TypeScript,adm-zip.addFile,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::aegis-client.report,TypeScript,aegis-client.report,Specialized Domain Data Services,11,12,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::aegisClient.report,TypeScript,aegisClient.report,Specialized Domain Data Services,4,4,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::ai.files.delete,TypeScript,ai.files.delete,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::ai.files.list,TypeScript,ai.files.list,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::anthropic,TypeScript,anthropic,AI and Machine Learning Services,1,2,AI and Machine Learning Services,AI and Machine Learning Services
TypeScript::apiClient.get,TypeScript,apiClient.get,Specialized Domain Data Services,1,3,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::apiClient.post,TypeScript,apiClient.post,Specialized Domain Data Services,2,4,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::appendLine,TypeScript,appendLine,Database Management,3,1,Database Management,Database Management
TypeScript::attach,TypeScript,attach,System Command Execution,15,13,System Command Execution,System Command Execution
TypeScript::audit.search,TypeScript,audit.search,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::autoCancellation,TypeScript,autoCancellation,Database Management,3,3,Database Management,Database Management
TypeScript::autoIt.controlFocus,TypeScript,autoIt.controlFocus,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::autoIt.controlGetPos,TypeScript,autoIt.controlGetPos,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::autoIt.controlSetText,TypeScript,autoIt.controlSetText,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::autoIt.init,TypeScript,autoIt.init,System Command Execution,16,18,System Command Execution,System Command Execution
TypeScript::autoIt.mouseDown,TypeScript,autoIt.mouseDown,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::autoIt.processExists,TypeScript,autoIt.processExists,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::autoIt.processWait,TypeScript,autoIt.processWait,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::autoIt.toolTip,TypeScript,autoIt.toolTip,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::autoIt.winActive,TypeScript,autoIt.winActive,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::autoIt.winGetTitle,TypeScript,autoIt.winGetTitle,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::autoItSetOption,TypeScript,autoItSetOption,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::axios.AxiosError,TypeScript,axios.AxiosError,Specialized Domain Data Services,2,2,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::axios.AxiosInstance.get,TypeScript,axios.AxiosInstance.get,Specialized Domain Data Services,3,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::axios.AxiosInstance.post,TypeScript,axios.AxiosInstance.post,Specialized Domain Data Services,10,5,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::axios.axios,TypeScript,axios.axios,Specialized Domain Data Services,24,15,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::axios.client,TypeScript,axios.client,Specialized Domain Data Services,1,2,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::axios.default.get,TypeScript,axios.default.get,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::axios.delete,TypeScript,axios.delete,Specialized Domain Data Services,5,7,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::axios.get,TypeScript,axios.get,Specialized Domain Data Services,77,42,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::axios.patch,TypeScript,axios.patch,Specialized Domain Data Services,2,2,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::axios.post,TypeScript,axios.post,Specialized Domain Data Services,93,27,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::axios.put,TypeScript,axios.put,Specialized Domain Data Services,61,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::axios.request,TypeScript,axios.request,Specialized Domain Data Services,6,7,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::azure-devops-node-api.WebApi,TypeScript,azure-devops-node-api.WebApi,Cloud Infrastructure Management,1,2,Project Management Services,Cloud Infrastructure Management
TypeScript::azure-devops-node-api.WebApi.getWorkApi,TypeScript,azure-devops-node-api.WebApi.getWorkApi,File System Operations,1,1,File System Operations,File System Operations
TypeScript::better-sqlite3.Database.deleteDocuments,TypeScript,better-sqlite3.Database.deleteDocuments,Database Management,2,1,Database Management,Database Management
TypeScript::better-sqlite3.Database.get,TypeScript,better-sqlite3.Database.get,Database Management,3,3,Database Management,Database Management
TypeScript::better-sqlite3.Database.prepare,TypeScript,better-sqlite3.Database.prepare,Database Management,2,4,Database Management,Database Management
TypeScript::better-sqlite3.Database.run,TypeScript,better-sqlite3.Database.run,Database Management,3,1,Database Management,Database Management
TypeScript::boardsById.get,TypeScript,boardsById.get,Project Management Services,1,1,Project Management Services,Project Management Services
TypeScript::brian.transact,TypeScript,brian.transact,Financial and Blockchain Services,1,1,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::browser.contexts(),TypeScript,browser.contexts(),Browser Automation and Web Interaction,7,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::browser.newContext(),TypeScript,browser.newContext(),Browser Automation and Web Interaction,6,3,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::browser.newPage,TypeScript,browser.newPage,Browser Automation and Web Interaction,4,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::browser.pages,TypeScript,browser.pages,Browser Automation and Web Interaction,4,4,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::browser.process(),TypeScript,browser.process(),System Command Execution,2,2,System Command Execution,System Command Execution
TypeScript::buildGitHubArchiveUrl,TypeScript,buildGitHubArchiveUrl,Project Management Services,1,1,Specialized Domain Data Services,Project Management Services
TypeScript::calendar.freebusy.query,TypeScript,calendar.freebusy.query,File System Operations,1,1,File System Operations,File System Operations
TypeScript::callKicadScript,TypeScript,callKicadScript,System Command Execution,41,47,System Command Execution,System Command Execution
TypeScript::capture,TypeScript,capture,System Command Execution,16,20,System Command Execution,System Command Execution
TypeScript::cdpSession.on,TypeScript,cdpSession.on,Browser Automation and Web Interaction,2,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::checkGlobalPackage,TypeScript,checkGlobalPackage,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::child_process.execFile,TypeScript,child_process.execFile,System Command Execution,26,33,System Command Execution,System Command Execution
TypeScript::child_process.execSync,TypeScript,child_process.execSync,System Command Execution,175,167,System Command Execution,System Command Execution
TypeScript::child_process.kill,TypeScript,child_process.kill,System Command Execution,3,2,System Command Execution,System Command Execution
TypeScript::child_process.spawn,TypeScript,child_process.spawn,System Command Execution,133,123,System Command Execution,System Command Execution
TypeScript::child_process.spawn.unref,TypeScript,child_process.spawn.unref,System Command Execution,1,1,AI and Machine Learning Services,System Command Execution
TypeScript::child_process.spawnSync,TypeScript,child_process.spawnSync,System Command Execution,4,4,Database Management,System Command Execution
TypeScript::child_process.unref,TypeScript,child_process.unref,System Command Execution,3,2,System Command Execution,System Command Execution
TypeScript::chmodSync,TypeScript,chmodSync,Specialized Domain Data Services,2,2,File System Operations,Specialized Domain Data Services
TypeScript::chrome-launcher.kill,TypeScript,chrome-launcher.kill,Specialized Domain Data Services,7,2,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::chromeLauncher.launch,TypeScript,chromeLauncher.launch,Specialized Domain Data Services,7,2,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::chromium.launch,TypeScript,chromium.launch,Browser Automation and Web Interaction,8,13,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::chromium.newPage,TypeScript,chromium.newPage,Browser Automation and Web Interaction,1,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::clean,TypeScript,clean,System Command Execution,4,4,System Command Execution,System Command Execution
TypeScript::client.card.answerCards,TypeScript,client.card.answerCards,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::client.executeScriptJson,TypeScript,client.executeScriptJson,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::client.post,TypeScript,client.post,Financial and Blockchain Services,2,3,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::client.query,TypeScript,client.query,Database Management,2,2,Database Management,Database Management
TypeScript::client.read,TypeScript,client.read,System Command Execution,2,1,System Command Execution,System Command Execution
TypeScript::client.release,TypeScript,client.release,Specialized Domain Data Services,2,1,Database Management,Specialized Domain Data Services
TypeScript::client.send,TypeScript,client.send,System Command Execution,2,2,System Command Execution,System Command Execution
TypeScript::client.subscriptions.entities.add,TypeScript,client.subscriptions.entities.add,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::clipGet,TypeScript,clipGet,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::clipPut,TypeScript,clipPut,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::collections.getList,TypeScript,collections.getList,Database Management,2,4,Database Management,Database Management
TypeScript::command,TypeScript,command,System Command Execution,10,24,System Command Execution,System Command Execution
TypeScript::common.utils.githubRequest,TypeScript,common.utils.githubRequest,Project Management Services,3,12,Project Management Services,Project Management Services
TypeScript::config.executeToolCall,TypeScript,config.executeToolCall,AI and Machine Learning Services,11,19,AI and Machine Learning Services,AI and Machine Learning Services
TypeScript::connection.close,TypeScript,connection.close,Database Management,4,1,Database Management,Database Management
TypeScript::contents,TypeScript,contents,Browser Automation and Web Interaction,1,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::controlClick,TypeScript,controlClick,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::controlGetText,TypeScript,controlGetText,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::controlMove,TypeScript,controlMove,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::controlShow,TypeScript,controlShow,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::copyFileSync,TypeScript,copyFileSync,File System Operations,10,2,File System Operations,File System Operations
TypeScript::couch.db.get,TypeScript,couch.db.get,Database Management,4,1,Database Management,Database Management
TypeScript::couchbase.Cluster.query,TypeScript,couchbase.Cluster.query,Database Management,2,1,Database Management,Database Management
TypeScript::couchbase.collection,TypeScript,couchbase.collection,AI and Machine Learning Services,1,2,Database Management,AI and Machine Learning Services
TypeScript::couchbase.connect,TypeScript,couchbase.connect,Database Management,1,2,Database Management,Database Management
TypeScript::createApexClassMetadata,TypeScript,createApexClassMetadata,Identity and Access Management,1,1,Identity and Access Management,Identity and Access Management
TypeScript::createBufferSource,TypeScript,createBufferSource,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::createCDPSession,TypeScript,createCDPSession,Browser Automation and Web Interaction,3,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::createContainer,TypeScript,createContainer,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::createGoogleGenerativeAI,TypeScript,createGoogleGenerativeAI,AI and Machine Learning Services,1,2,AI and Machine Learning Services,AI and Machine Learning Services
TypeScript::createLanguage,TypeScript,createLanguage,AI and Machine Learning Services,1,1,Specialized Domain Data Services,AI and Machine Learning Services
TypeScript::createMondayApiAnnotations.createBoardInfo,TypeScript,createMondayApiAnnotations.createBoardInfo,Project Management Services,1,1,Project Management Services,Project Management Services
TypeScript::createPrice,TypeScript,createPrice,Financial and Blockchain Services,1,1,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::createQueryJob,TypeScript,createQueryJob,Database Management,2,1,Database Management,Database Management
TypeScript::createServer,TypeScript,createServer,System Command Execution,4,3,System Command Execution,System Command Execution
TypeScript::createSupabaseClient,TypeScript,createSupabaseClient,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::createTag,TypeScript,createTag,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::createTranslationKeyBulk,TypeScript,createTranslationKeyBulk,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
TypeScript::createYuqueService,TypeScript,createYuqueService,Project Management Services,8,9,Project Management Services,Project Management Services
TypeScript::create_intervlan_rules,TypeScript,create_intervlan_rules,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
