cache_entry_id,language,api_name,hidden_api_cache_entry_refs,unique_project_cache_entry_pairs,unique_project_tool_cache_entry_triples,permissions
TypeScript::ApiToolIntegrationService.getApiTools,TypeScript,ApiToolIntegrationService.getApiTools,1,1,1,Specialized Domain Data Services
TypeScript::AppleNotesManager.createNote,TypeScript,AppleNotesManager.createNote,1,1,1,System Command Execution
TypeScript::ArpTableResource.findByHostname,TypeScript,ArpTableResource.findByHostname,1,1,1,System Command Execution
TypeScript::ArpTableResource.findByInterface,TypeScript,ArpTableResource.findByInterface,1,1,1,System Command Execution
TypeScript::ArpTableResource.findByIp,TypeScript,ArpTableResource.findByIp,1,1,1,System Command Execution
TypeScript::ArpTableResource.findByMac,TypeScript,ArpTableResource.findByMac,1,1,1,System Command Execution
TypeScript::ArpTableResource.getStats,TypeScript,ArpTableResource.getStats,1,1,1,System Command Execution
TypeScript::AsyncDuckDB.initDB,TypeScript,AsyncDuckDB.initDB,3,1,3,Database Management
TypeScript::AuthManager.getBrowser,TypeScript,AuthManager.getBrowser,9,3,9,Browser Automation and Web Interaction
TypeScript::AuthManager.getCookies,TypeScript,AuthManager.getCookies,9,3,9,Browser Automation and Web Interaction
TypeScript::BackendClient.getEnvironmentBasedConfiguration,TypeScript,BackendClient.getEnvironmentBasedConfiguration,3,1,3,Specialized Domain Data Services
TypeScript::BaseApiClient.get,TypeScript,BaseApiClient.get,3,1,3,System Command Execution
TypeScript::BaseMondayApiTool.generateSprintsMetadataReport,TypeScript,BaseMondayApiTool.generateSprintsMetadataReport,1,1,1,Project Management Services
TypeScript::BaseMondayApiTool.getSprintMetadata,TypeScript,BaseMondayApiTool.getSprintMetadata,1,1,1,Project Management Services
TypeScript::BaseMondayApiTool.getSubItemsBoardAsync,TypeScript,BaseMondayApiTool.getSubItemsBoardAsync,1,1,1,Project Management Services
TypeScript::BaseMondayApiTool.loadSchema,TypeScript,BaseMondayApiTool.loadSchema,1,1,1,Project Management Services
TypeScript::BaseMondayApiTool.request,TypeScript,BaseMondayApiTool.request,1,1,1,Project Management Services
TypeScript::BaseMondayAppsTool.executeApiRequest,TypeScript,BaseMondayAppsTool.executeApiRequest,1,1,1,Project Management Services
TypeScript::BigQuery,TypeScript,BigQuery,1,1,1,Database Management
TypeScript::Board.load,TypeScript,Board.load,2,1,2,Project Management Services
TypeScript::BotConnection.checkConnectionAndReconnect,TypeScript,BotConnection.checkConnectionAndReconnect,1,1,1,Specialized Domain Data Services
TypeScript::Browser.setDownloadBehavior,TypeScript,Browser.setDownloadBehavior,1,1,1,File System Operations
TypeScript::BrowserContext.addCookies,TypeScript,BrowserContext.addCookies,1,1,1,Browser Automation and Web Interaction
TypeScript::BrowserFinder.findBrowser,TypeScript,BrowserFinder.findBrowser,1,1,1,Browser Automation and Web Interaction
TypeScript::BrowserManager.createPage,TypeScript,BrowserManager.createPage,1,1,1,Browser Automation and Web Interaction
TypeScript::BrowserManager.launch,TypeScript,BrowserManager.launch,1,1,1,Browser Automation and Web Interaction
TypeScript::BrowserManager.screenshot,TypeScript,BrowserManager.screenshot,1,1,1,Browser Automation and Web Interaction
TypeScript::BrowserSearch.closeBrowser,TypeScript,BrowserSearch.closeBrowser,1,1,1,System Command Execution
TypeScript::BrowserStackConfig.uploadApp,TypeScript,BrowserStackConfig.uploadApp,1,1,1,Cloud Infrastructure Management
TypeScript::C64Facade.debugregRead,TypeScript,C64Facade.debugregRead,1,1,1,System Command Execution
TypeScript::C64Facade.readMemory,TypeScript,C64Facade.readMemory,1,1,1,System Command Execution
TypeScript::C64Facade.readMemoryRaw,TypeScript,C64Facade.readMemoryRaw,1,1,1,System Command Execution
TypeScript::CLIExecutorResource.getRoutingTable,TypeScript,CLIExecutorResource.getRoutingTable,1,1,1,System Command Execution
TypeScript::CacheService.deleteFromCache,TypeScript,CacheService.deleteFromCache,1,1,1,Specialized Domain Data Services
TypeScript::CacheService.getFromCache,TypeScript,CacheService.getFromCache,3,1,3,Specialized Domain Data Services
TypeScript::CacheService.setToCache,TypeScript,CacheService.setToCache,7,1,7,Cloud Infrastructure Management
TypeScript::CalendlyClient.getCurrentUser,TypeScript,CalendlyClient.getCurrentUser,1,1,1,Project Management Services
TypeScript::ChangeItemColumnValuesTool.execute,TypeScript,ChangeItemColumnValuesTool.execute,1,1,1,Project Management Services
TypeScript::Client.connect,TypeScript,Client.connect,1,1,1,AI and Machine Learning Services
TypeScript::ClusterManager.makeRequest,TypeScript,ClusterManager.makeRequest,1,1,1,Database Management
TypeScript::CommandExecutor.executeGitCommand,TypeScript,CommandExecutor.executeGitCommand,3,1,3,System Command Execution
TypeScript::CommandProcessor.process,TypeScript,CommandProcessor.process,1,1,1,System Command Execution
TypeScript::Config.getInstance,TypeScript,Config.getInstance,1,1,1,File System Operations
TypeScript::Config.getInstance.get,TypeScript,Config.getInstance.get,1,1,1,System Command Execution
TypeScript::Console.enable,TypeScript,Console.enable,2,1,2,Browser Automation and Web Interaction
TypeScript::Context.setSynchronizer,TypeScript,Context.setSynchronizer,1,1,1,Cloud Infrastructure Management
TypeScript::ContextManager.getContextForOperation,TypeScript,ContextManager.getContextForOperation,2,1,2,Specialized Domain Data Services
TypeScript::CookieManager.hasCookies,TypeScript,CookieManager.hasCookies,2,1,2,Browser Automation and Web Interaction
TypeScript::CookieManager.loadCookies,TypeScript,CookieManager.loadCookies,13,4,13,Browser Automation and Web Interaction
TypeScript::CookieManager.saveCookies,TypeScript,CookieManager.saveCookies,4,4,4,Browser Automation and Web Interaction
TypeScript::CreateHITCommand,TypeScript,CreateHITCommand,1,1,1,Cloud Infrastructure Management
TypeScript::Database.listContexts,TypeScript,Database.listContexts,1,1,1,Database Management
TypeScript::DatabaseConnection.connect,TypeScript,DatabaseConnection.connect,1,1,1,Database Management
TypeScript::DatabaseConnection.disconnect,TypeScript,DatabaseConnection.disconnect,1,1,1,Database Management
TypeScript::DatabaseConnection.getActiveQueries,TypeScript,DatabaseConnection.getActiveQueries,1,1,1,Database Management
TypeScript::DatabaseConnection.getDatabaseMetrics,TypeScript,DatabaseConnection.getDatabaseMetrics,1,1,1,Database Management
TypeScript::DatabaseConnection.getInstance,TypeScript,DatabaseConnection.getInstance,1,1,1,Database Management
TypeScript::DatabaseConnection.getLockInfo,TypeScript,DatabaseConnection.getLockInfo,1,1,1,Database Management
TypeScript::DatabaseConnection.getReplicationInfo,TypeScript,DatabaseConnection.getReplicationInfo,1,1,1,Database Management
TypeScript::DatabaseConnection.getTableMetrics,TypeScript,DatabaseConnection.getTableMetrics,1,1,1,Database Management
TypeScript::DatabaseConnection.query,TypeScript,DatabaseConnection.query,1,1,1,Database Management
TypeScript::Debugger.enable,TypeScript,Debugger.enable,4,1,4,Browser Automation and Web Interaction
TypeScript::Debugger.getScriptSource,TypeScript,Debugger.getScriptSource,1,1,1,Database Management
TypeScript::DeviceController.getDeviceControllers,TypeScript,DeviceController.getDeviceControllers,1,1,1,System Command Execution
TypeScript::DeviceController.takeScreenshot,TypeScript,DeviceController.takeScreenshot,1,1,1,System Command Execution
TypeScript::DhcpLeaseResource.findByHostname,TypeScript,DhcpLeaseResource.findByHostname,1,1,1,Cloud Infrastructure Management
TypeScript::DhcpLeaseResource.getLeasesByInterface,TypeScript,DhcpLeaseResource.getLeasesByInterface,1,1,1,Cloud Infrastructure Management
TypeScript::Diff.applyPatch,TypeScript,Diff.applyPatch,1,1,1,System Command Execution
TypeScript::DockerProtocol.closeSession,TypeScript,DockerProtocol.closeSession,1,1,1,Cloud Infrastructure Management
TypeScript::DocumentManagementService.removeAllDocuments,TypeScript,DocumentManagementService.removeAllDocuments,1,1,1,Database Management
TypeScript::EmailService.createDefaultTemplates,TypeScript,EmailService.createDefaultTemplates,1,1,1,Database Management
TypeScript::EmailService.sendTemplatedEmail,TypeScript,EmailService.sendTemplatedEmail,2,2,2,Specialized Domain Data Services
TypeScript::EmailService.testConnection,TypeScript,EmailService.testConnection,2,2,2,Specialized Domain Data Services
TypeScript::FastMCP.embedded,TypeScript,FastMCP.embedded,1,1,1,File System Operations
TypeScript::FigmaService.getFileStats,TypeScript,FigmaService.getFileStats,2,1,2,File System Operations
TypeScript::FileHandler.resolveTextContent,TypeScript,FileHandler.resolveTextContent,1,1,1,File System Operations
TypeScript::FileHandler.writeTextFile,TypeScript,FileHandler.writeTextFile,1,1,1,File System Operations
TypeScript::FileStorage.initialize,TypeScript,FileStorage.initialize,12,1,12,File System Operations
TypeScript::FileUtils.listFiles,TypeScript,FileUtils.listFiles,1,1,1,File System Operations
TypeScript::FilesTool.execute,TypeScript,FilesTool.execute,1,1,1,File System Operations
TypeScript::FindEntryTool.execute,TypeScript,FindEntryTool.execute,1,1,1,System Command Execution
TypeScript::FirecrawlApp.search,TypeScript,FirecrawlApp.search,5,1,5,Specialized Domain Data Services
TypeScript::FirecrawlApp.searchWithFirecrawl,TypeScript,FirecrawlApp.searchWithFirecrawl,7,1,7,Database Management
TypeScript::FirewallRuleResource.list,TypeScript,FirewallRuleResource.list,1,1,1,Cloud Infrastructure Management
TypeScript::FormQuestionsEditorToolHelpers.handler,TypeScript,FormQuestionsEditorToolHelpers.handler,1,1,1,Project Management Services
TypeScript::GitHub API,TypeScript,GitHub API,2,2,2,Project Management Services
TypeScript::GitHubClient.get,TypeScript,GitHubClient.get,2,2,2,Project Management Services
TypeScript::GitHubClient.getDirectoryContents,TypeScript,GitHubClient.getDirectoryContents,1,1,1,Project Management Services
TypeScript::GitHubClient.getFileContent,TypeScript,GitHubClient.getFileContent,1,1,1,Project Management Services
TypeScript::GitHubClient.getReadmeContent,TypeScript,GitHubClient.getReadmeContent,1,1,1,Project Management Services
TypeScript::GitHubClient.getRepositoryMetadata,TypeScript,GitHubClient.getRepositoryMetadata,1,1,1,Project Management Services
TypeScript::GitService.getStatus,TypeScript,GitService.getStatus,1,1,1,System Command Execution
TypeScript::GitService.useLocalProject,TypeScript,GitService.useLocalProject,1,1,1,System Command Execution
TypeScript::GoogleGenerativeAI.generateContent,TypeScript,GoogleGenerativeAI.generateContent,1,1,1,AI and Machine Learning Services
TypeScript::HClient.queryDeptsBySQL,TypeScript,HClient.queryDeptsBySQL,1,1,1,Database Management
TypeScript::HLedgerExecutor.execute,TypeScript,HLedgerExecutor.execute,21,1,21,System Command Execution
TypeScript::HLedgerExecutor.prepareCommand,TypeScript,HLedgerExecutor.prepareCommand,21,1,21,System Command Execution
TypeScript::HTTPClient.get,TypeScript,HTTPClient.get,5,1,5,Specialized Domain Data Services
TypeScript::HTTPClient.post,TypeScript,HTTPClient.post,4,1,4,Specialized Domain Data Services
TypeScript::HecomClient.queryDeptsBySQL,TypeScript,HecomClient.queryDeptsBySQL,1,1,1,Database Management
TypeScript::HederaAgentKit.deductFees,TypeScript,HederaAgentKit.deductFees,4,1,4,Financial and Blockchain Services
TypeScript::HederaAgentKit.getUserMainTopicId,TypeScript,HederaAgentKit.getUserMainTopicId,4,1,4,Financial and Blockchain Services
TypeScript::HerokuREPL.executeCommand,TypeScript,HerokuREPL.executeCommand,27,2,27,Cloud Infrastructure Management
TypeScript::HttpClient.request,TypeScript,HttpClient.request,1,1,1,Specialized Domain Data Services
TypeScript::IAPIClient.isAiFeaturesEnabledForTenant,TypeScript,IAPIClient.isAiFeaturesEnabledForTenant,5,1,5,Specialized Domain Data Services
TypeScript::IAPIClient.projectInfo,TypeScript,IAPIClient.projectInfo,5,1,5,Specialized Domain Data Services
TypeScript::IAPIClient.saveConfiguration,TypeScript,IAPIClient.saveConfiguration,1,1,1,Cloud Infrastructure Management
TypeScript::IDARemoteClient.getExports,TypeScript,IDARemoteClient.getExports,1,1,1,System Command Execution
TypeScript::IDARemoteClient.getFunctions,TypeScript,IDARemoteClient.getFunctions,1,1,1,System Command Execution
TypeScript::IDARemoteClient.getStrings,TypeScript,IDARemoteClient.getStrings,1,1,1,System Command Execution
TypeScript::IDARemoteClient.getXrefsFrom,TypeScript,IDARemoteClient.getXrefsFrom,1,1,1,System Command Execution
TypeScript::IDARemoteClient.getXrefsTo,TypeScript,IDARemoteClient.getXrefsTo,1,1,1,System Command Execution
TypeScript::IDARemoteClient.searchForByteSequence,TypeScript,IDARemoteClient.searchForByteSequence,1,1,1,System Command Execution
TypeScript::IDARemoteClient.searchForImmediateValue,TypeScript,IDARemoteClient.searchForImmediateValue,1,1,1,System Command Execution
TypeScript::IDARemoteClient.searchInNames,TypeScript,IDARemoteClient.searchInNames,1,1,1,System Command Execution
TypeScript::INPUT_TEXT,TypeScript,INPUT_TEXT,1,1,1,Database Management
TypeScript::IPipeline.cancelJob,TypeScript,IPipeline.cancelJob,1,1,1,Cloud Infrastructure Management
TypeScript::IPipeline.waitForJobCompletion,TypeScript,IPipeline.waitForJobCompletion,1,1,1,Cloud Infrastructure Management
TypeScript::ImportTransactionsTool.execute,TypeScript,ImportTransactionsTool.execute,1,1,1,System Command Execution
TypeScript::InMemoryRepositoryStorage.addRepository,TypeScript,InMemoryRepositoryStorage.addRepository,1,1,1,Project Management Services
TypeScript::InterfaceConfigResource.getInterfaceConfig,TypeScript,InterfaceConfigResource.getInterfaceConfig,1,1,1,Cloud Infrastructure Management
TypeScript::InterfaceConfigResource.listOverview,TypeScript,InterfaceConfigResource.listOverview,1,1,1,Cloud Infrastructure Management
TypeScript::JSONLStorage.query,TypeScript,JSONLStorage.query,4,1,4,Database Management
TypeScript::JsonStorage.read,TypeScript,JsonStorage.read,1,1,1,File System Operations
TypeScript::KnowledgeGraph.findEdges,TypeScript,KnowledgeGraph.findEdges,3,1,3,Database Management
TypeScript::KnowledgeGraph.findNode,TypeScript,KnowledgeGraph.findNode,3,1,3,Database Management
TypeScript::KnowledgeGraph.findNodes,TypeScript,KnowledgeGraph.findNodes,3,1,3,Database Management
TypeScript::LLMManager.enhanceTaskWithLLM,TypeScript,LLMManager.enhanceTaskWithLLM,4,1,4,AI and Machine Learning Services
TypeScript::LLMManager.sendRequest,TypeScript,LLMManager.sendRequest,4,1,4,AI and Machine Learning Services
TypeScript::LSPManager.startServer,TypeScript,LSPManager.startServer,1,1,1,System Command Execution
TypeScript::LibSQLVector.generateEmbeddings,TypeScript,LibSQLVector.generateEmbeddings,2,1,2,AI and Machine Learning Services
TypeScript::LibraryApiClient.getDetailedSubjectCodes,TypeScript,LibraryApiClient.getDetailedSubjectCodes,1,1,1,System Command Execution
TypeScript::LinearClient,TypeScript,LinearClient,1,1,1,Project Management Services
TypeScript::LocalBrowser.close,TypeScript,LocalBrowser.close,1,1,1,Browser Automation and Web Interaction
TypeScript::LocalBrowser.launch,TypeScript,LocalBrowser.launch,1,1,1,Browser Automation and Web Interaction
TypeScript::MatonAPI.run,TypeScript,MatonAPI.run,1,1,1,System Command Execution
TypeScript::McpHubService.callTool,TypeScript,McpHubService.callTool,1,1,1,System Command Execution
TypeScript::McpServer.apiCall,TypeScript,McpServer.apiCall,1,1,1,Specialized Domain Data Services
TypeScript::McpServer.discoverServer,TypeScript,McpServer.discoverServer,1,1,1,Specialized Domain Data Services
TypeScript::McpServer.elicitIntent,TypeScript,McpServer.elicitIntent,1,1,1,AI and Machine Learning Services
TypeScript::McpServer.execute,TypeScript,McpServer.execute,1,1,1,Specialized Domain Data Services
TypeScript::McpServer.executeBatchOperations,TypeScript,McpServer.executeBatchOperations,2,1,2,Specialized Domain Data Services
TypeScript::McpServer.executeCustomOperation,TypeScript,McpServer.executeCustomOperation,2,1,2,System Command Execution
TypeScript::McpServer.getCommandResult,TypeScript,McpServer.getCommandResult,5,1,5,System Command Execution
TypeScript::McpServer.getPageContent,TypeScript,McpServer.getPageContent,3,1,3,Specialized Domain Data Services
TypeScript::McpServer.getSchema,TypeScript,McpServer.getSchema,1,1,1,Database Management
TypeScript::McpServer.getSystemMetrics,TypeScript,McpServer.getSystemMetrics,1,1,1,System Command Execution
TypeScript::McpServer.initializePool,TypeScript,McpServer.initializePool,2,1,2,Database Management
TypeScript::McpServer.installServer,TypeScript,McpServer.installServer,1,1,1,System Command Execution
TypeScript::McpServer.issueMetaEsdtCollection,TypeScript,McpServer.issueMetaEsdtCollection,1,1,1,Financial and Blockchain Services
TypeScript::McpServer.makeApiRequest,TypeScript,McpServer.makeApiRequest,2,1,2,Specialized Domain Data Services
TypeScript::McpServer.makeRequest,TypeScript,McpServer.makeRequest,3,1,3,Specialized Domain Data Services
TypeScript::McpServer.performLocalSearch,TypeScript,McpServer.performLocalSearch,2,2,2,File System Operations
TypeScript::McpServer.queryGraph,TypeScript,McpServer.queryGraph,1,1,1,Specialized Domain Data Services
TypeScript::McpServer.runJuliaCommand,TypeScript,McpServer.runJuliaCommand,1,1,1,System Command Execution
TypeScript::McpServer.sendCommandToPlugin,TypeScript,McpServer.sendCommandToPlugin,2,1,2,Specialized Domain Data Services
TypeScript::McpServer.sendJsonRpcRequest,TypeScript,McpServer.sendJsonRpcRequest,3,1,3,System Command Execution
TypeScript::McpServer.tool,TypeScript,McpServer.tool,1,1,1,System Command Execution
TypeScript::McpUnity.sendRequest,TypeScript,McpUnity.sendRequest,2,1,2,Specialized Domain Data Services
TypeScript::McpUnity.toolHandler,TypeScript,McpUnity.toolHandler,2,1,2,Specialized Domain Data Services
TypeScript::MilvusClient.createCollection,TypeScript,MilvusClient.createCollection,1,1,1,Database Management
TypeScript::MilvusClient.createIndex,TypeScript,MilvusClient.createIndex,1,1,1,Database Management
TypeScript::MilvusClient.ensureLoaded,TypeScript,MilvusClient.ensureLoaded,1,1,1,Database Management
TypeScript::MilvusClient.loadCollectionWithRetry,TypeScript,MilvusClient.loadCollectionWithRetry,1,1,1,Database Management
TypeScript::MilvusClient.waitForIndexReady,TypeScript,MilvusClient.waitForIndexReady,1,1,1,Database Management
TypeScript::MongoClient.connect,TypeScript,MongoClient.connect,2,1,2,Database Management
TypeScript::MongoClient.db,TypeScript,MongoClient.db,5,3,5,Database Management
TypeScript::NCPOrchestrator.find,TypeScript,NCPOrchestrator.find,1,1,1,Cloud Infrastructure Management
TypeScript::NCPOrchestrator.getMCPHealthStatus,TypeScript,NCPOrchestrator.getMCPHealthStatus,1,1,1,Cloud Infrastructure Management
TypeScript::NReplClient.eval,TypeScript,NReplClient.eval,1,1,1,System Command Execution
TypeScript::NeovimManager.searchInBuffer,TypeScript,NeovimManager.searchInBuffer,1,1,1,System Command Execution
TypeScript::NeovimManager.visualSelect,TypeScript,NeovimManager.visualSelect,1,1,1,System Command Execution
TypeScript::NiktoService.getScanStatus,TypeScript,NiktoService.getScanStatus,1,1,1,System Command Execution
TypeScript::OPNSenseAPIClient.checkFirewallRules,TypeScript,OPNSenseAPIClient.checkFirewallRules,1,1,1,Cloud Infrastructure Management
TypeScript::OPNSenseAPIClient.checkInterfaceBlocking,TypeScript,OPNSenseAPIClient.checkInterfaceBlocking,1,1,1,Cloud Infrastructure Management
TypeScript::OPNSenseAPIClient.checkNATRules,TypeScript,OPNSenseAPIClient.checkNATRules,1,1,1,Cloud Infrastructure Management
TypeScript::OPNSenseAPIClient.checkRoutingTable,TypeScript,OPNSenseAPIClient.checkRoutingTable,1,1,1,Cloud Infrastructure Management
TypeScript::OPNSenseAPIClient.execute,TypeScript,OPNSenseAPIClient.execute,1,1,1,System Command Execution
TypeScript::OPNSenseAPIClient.executeViaConfigctl,TypeScript,OPNSenseAPIClient.executeViaConfigctl,1,1,1,System Command Execution
TypeScript::OPNSenseAPIClient.generateAPICalls,TypeScript,OPNSenseAPIClient.generateAPICalls,1,1,1,Cloud Infrastructure Management
TypeScript::OPNSenseAPIClient.generateSingleAPICall,TypeScript,OPNSenseAPIClient.generateSingleAPICall,1,1,1,Cloud Infrastructure Management
TypeScript::OPNSenseAPIClient.getFirewallSettings,TypeScript,OPNSenseAPIClient.getFirewallSettings,1,1,1,Cloud Infrastructure Management
TypeScript::OPNSenseAPIClient.getNATConfigViaSSH,TypeScript,OPNSenseAPIClient.getNATConfigViaSSH,5,1,5,System Command Execution
TypeScript::OPNSenseAPIClient.getRoutingSettings,TypeScript,OPNSenseAPIClient.getRoutingSettings,1,1,1,Cloud Infrastructure Management
TypeScript::OPNSenseAPIClient.listLeases,TypeScript,OPNSenseAPIClient.listLeases,2,1,2,Cloud Infrastructure Management
TypeScript::OPNSenseAPIClient.listOneToOneRules,TypeScript,OPNSenseAPIClient.listOneToOneRules,1,1,1,System Command Execution
TypeScript::OPNSenseAPIClient.post,TypeScript,OPNSenseAPIClient.post,10,1,10,Cloud Infrastructure Management
TypeScript::OPNSenseAPIClient.put,TypeScript,OPNSenseAPIClient.put,1,1,1,Cloud Infrastructure Management
TypeScript::OPNSenseAPIClient.saveNATConfigViaSSH,TypeScript,OPNSenseAPIClient.saveNATConfigViaSSH,2,1,2,System Command Execution
TypeScript::OPNSenseAPIClient.testConnection,TypeScript,OPNSenseAPIClient.testConnection,19,1,19,Cloud Infrastructure Management
TypeScript::OPNSenseAPIClient.tryExecuteViaAPI,TypeScript,OPNSenseAPIClient.tryExecuteViaAPI,1,1,1,Cloud Infrastructure Management
TypeScript::Obsidian.postPeriodic,TypeScript,Obsidian.postPeriodic,1,1,1,System Command Execution
TypeScript::Obsidian.putActive,TypeScript,Obsidian.putActive,1,1,1,System Command Execution
TypeScript::Obsidian.status,TypeScript,Obsidian.status,1,1,1,System Command Execution
TypeScript::OpenApi.do_request_aliyun,TypeScript,OpenApi.do_request_aliyun,1,1,1,Cloud Infrastructure Management
TypeScript::PRESS_KEY,TypeScript,PRESS_KEY,1,1,1,Database Management
TypeScript::Paddle.discountGroups.get,TypeScript,Paddle.discountGroups.get,1,1,1,Specialized Domain Data Services
TypeScript::Paddle.prices.list,TypeScript,Paddle.prices.list,1,1,1,Financial and Blockchain Services
TypeScript::Paddle.reports.getReportCsv,TypeScript,Paddle.reports.getReportCsv,1,1,1,Financial and Blockchain Services
TypeScript::PaddleAPI.run,TypeScript,PaddleAPI.run,2,2,2,System Command Execution
TypeScript::Page.waitForSelector,TypeScript,Page.waitForSelector,1,1,1,Browser Automation and Web Interaction
TypeScript::PocketBase.collection,TypeScript,PocketBase.collection,12,2,12,Database Management
TypeScript::PocketBase.collection.getFirstListItem,TypeScript,PocketBase.collection.getFirstListItem,5,2,5,Database Management
TypeScript::PowerPlatformService.getPowerPlatformService,TypeScript,PowerPlatformService.getPowerPlatformService,2,1,2,Cloud Infrastructure Management
TypeScript::PowershellClient.executeScript,TypeScript,PowershellClient.executeScript,124,1,124,System Command Execution
TypeScript::PowershellCommandBuilder.executeScript,TypeScript,PowershellCommandBuilder.executeScript,125,1,125,System Command Execution
TypeScript::PrinterFactory.startPrint,TypeScript,PrinterFactory.startPrint,1,1,1,Specialized Domain Data Services
TypeScript::ProjectApi.getDefaultBranch2,TypeScript,ProjectApi.getDefaultBranch2,1,1,1,System Command Execution
TypeScript::ProviderRegistry.getProviderForPlatform,TypeScript,ProviderRegistry.getProviderForPlatform,3,2,3,AI and Machine Learning Services
TypeScript::PythonExecutor.execute,TypeScript,PythonExecutor.execute,5,1,5,System Command Execution
TypeScript::QdrantClient,TypeScript,QdrantClient,1,1,1,Specialized Domain Data Services
TypeScript::QdrantClient.generateEmbedding,TypeScript,QdrantClient.generateEmbedding,3,1,3,AI and Machine Learning Services
TypeScript::RAGPipeline.initialize,TypeScript,RAGPipeline.initialize,2,1,2,Database Management
TypeScript::RecallClient.getObject,TypeScript,RecallClient.getObject,1,1,1,Financial and Blockchain Services
TypeScript::RecallClientManager.getAccountInfo,TypeScript,RecallClientManager.getAccountInfo,1,1,1,Financial and Blockchain Services
TypeScript::RedisClient.get,TypeScript,RedisClient.get,1,1,1,Database Management
TypeScript::RendezvousConnection.connect,TypeScript,RendezvousConnection.connect,1,1,1,Specialized Domain Data Services
TypeScript::RoblexApiClient.validateScript,TypeScript,RoblexApiClient.validateScript,1,1,1,System Command Execution
TypeScript::Runtime.evaluate,TypeScript,Runtime.evaluate,1,1,1,Browser Automation and Web Interaction
TypeScript::Runtime.globalLexicalScopeNames,TypeScript,Runtime.globalLexicalScopeNames,1,1,1,System Command Execution
TypeScript::Runtime.runIfWaitingForDebugger,TypeScript,Runtime.runIfWaitingForDebugger,5,1,5,Database Management
TypeScript::SSHBridge.getOutput,TypeScript,SSHBridge.getOutput,1,1,1,System Command Execution
TypeScript::SSHBridge.getSessionInfo,TypeScript,SSHBridge.getSessionInfo,1,1,1,System Command Execution
TypeScript::SSHExecutor.execute,TypeScript,SSHExecutor.execute,6,1,6,System Command Execution
TypeScript::SSHExecutor.executeBatch,TypeScript,SSHExecutor.executeBatch,2,1,2,System Command Execution
TypeScript::SSHExecutor.getRoutingTable,TypeScript,SSHExecutor.getRoutingTable,1,1,1,System Command Execution
TypeScript::STRIPE_SECRET_KEY,TypeScript,STRIPE_SECRET_KEY,3,1,3,Financial and Blockchain Services
TypeScript::ScreenshotService.takeScreenshot,TypeScript,ScreenshotService.takeScreenshot,1,1,1,Browser Automation and Web Interaction
TypeScript::SearchRequest.create,TypeScript,SearchRequest.create,1,1,1,Database Management
TypeScript::SelfhostedSupabaseClient.executeSqlViaRpc,TypeScript,SelfhostedSupabaseClient.executeSqlViaRpc,4,1,4,Database Management
TypeScript::SelfhostedSupabaseClient.executeSqlWithPg,TypeScript,SelfhostedSupabaseClient.executeSqlWithPg,4,1,4,Database Management
TypeScript::Server.evaluateTool,TypeScript,Server.evaluateTool,1,1,1,System Command Execution
TypeScript::Server.executeCommand,TypeScript,Server.executeCommand,1,1,1,System Command Execution
TypeScript::Server.executeQuery,TypeScript,Server.executeQuery,5,1,5,Database Management
TypeScript::Server.executeRollCommand,TypeScript,Server.executeRollCommand,1,1,1,System Command Execution
TypeScript::Server.getCommitContext,TypeScript,Server.getCommitContext,1,1,1,System Command Execution
TypeScript::Server.getOrCreateServer,TypeScript,Server.getOrCreateServer,1,1,1,System Command Execution
TypeScript::Server.getProtectedResource,TypeScript,Server.getProtectedResource,1,1,1,Specialized Domain Data Services
TypeScript::Server.getSystemInfo,TypeScript,Server.getSystemInfo,1,1,1,System Command Execution
TypeScript::Server.registerAgent,TypeScript,Server.registerAgent,1,1,1,Cloud Infrastructure Management
TypeScript::Server.request,TypeScript,Server.request,1,1,1,Specialized Domain Data Services
TypeScript::Server.selectTool,TypeScript,Server.selectTool,1,1,1,System Command Execution
TypeScript::Server.startServer,TypeScript,Server.startServer,2,1,2,Cloud Infrastructure Management
TypeScript::ServerManager.getAllServers,TypeScript,ServerManager.getAllServers,1,1,1,Cloud Infrastructure Management
TypeScript::SessionAwareCLICommand.executeWithSessionWorkingDirectory,TypeScript,SessionAwareCLICommand.executeWithSessionWorkingDirectory,1,1,1,System Command Execution
TypeScript::SessionFallbackCommand.executeWithFallback,TypeScript,SessionFallbackCommand.executeWithFallback,1,1,1,System Command Execution
TypeScript::SfMcpServer.sendToolListChanged,TypeScript,SfMcpServer.sendToolListChanged,1,1,1,File System Operations
TypeScript::SimctlManager.listBootedSimulators,TypeScript,SimctlManager.listBootedSimulators,1,1,1,System Command Execution
TypeScript::SimpleLocalizeAPI.run,TypeScript,SimpleLocalizeAPI.run,1,1,1,Specialized Domain Data Services
TypeScript::SmartsheetAPI.request,TypeScript,SmartsheetAPI.request,4,2,4,Specialized Domain Data Services
TypeScript::SnapshotManager.removeIndexedCodebase,TypeScript,SnapshotManager.removeIndexedCodebase,1,1,1,File System Operations
TypeScript::SnapshotManager.syncIndexedCodebasesFromCloud,TypeScript,SnapshotManager.syncIndexedCodebasesFromCloud,2,1,2,Cloud Infrastructure Management
TypeScript::SourceManager.fetchRepoContent,TypeScript,SourceManager.fetchRepoContent,1,1,1,Project Management Services
TypeScript::SshUtils.directoryExists,TypeScript,SshUtils.directoryExists,1,1,1,System Command Execution
